0,1,2,3,4,5
0,,,,,
1,,,,,
2,2.0,2.0,2.0,,
3,3.0,,,,
4,4.0,,,,
5,5.0,,,,
6,,,,,
7,,,,,
8,8.0,,,,
9,,,,,
10,10.0,10.0,10.0,10.0,10.0
11,,,,,
12,,,,,
13,13.0,,,,
14,14.0,,,,
15,,,,,
16,16.0,16.0,16.0,,
17,,,,,
18,18.0,,,,
19,19.0,,,,
20,,,,,
21,,,,,
22,22.0,22.0,22.0,,
23,,,,,
24,,,,,
