"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",100,"Transfers In From",100,"Abernathy ISD (095901)",9
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",100,"Transfers In From",100,"Anton ISD (110901)",6
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",100,"Transfers In From",100,"Frenship ISD (152907)",46
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",100,"Transfers In From",100,"Littlefield ISD (140904)",-9999999
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",100,"Transfers In From",100,"Lubbock ISD (152901)",72
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",100,"Transfers In From",100,"New Deal ISD (152902)",61
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",100,"Transfers In From",100,"Olton ISD (140905)",-9999999
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",100,"Transfers In From",100,"Smyer ISD (110906)",6
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",100,"Transfers In From",200,"","."
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",100,"Transfers In From",300,"","."
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",200,"Transfers Out To",100,"Abernathy ISD (095901)",-9999999
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",200,"Transfers Out To",100,"Anton ISD (110901)",-9999999
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",200,"Transfers Out To",100,"Cotton Center ISD (095902)",-9999999
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",200,"Transfers Out To",100,"Crosbyton CISD (054901)",-9999999
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",200,"Transfers Out To",100,"Frenship ISD (152907)",12
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",200,"Transfers Out To",100,"Harmony Science Acad (Lubbock) (152805)",5
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",200,"Transfers Out To",100,"Lubbock ISD (152901)",27
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",200,"Transfers Out To",100,"New Deal ISD (152902)",6
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",200,"Transfers Out To",100,"Olton ISD (140905)",-9999999
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",200,"Transfers Out To",100,"Premier High Schools (072801)",6
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",200,"Transfers Out To",100,"Richard Milburn Academy (Ector Cou (068801)",-9999999
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",200,"Transfers Out To",100,"Rise Academy (152802)",-9999999
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",200,"Transfers Out To",200,"","."
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",200,"Transfers Out To",200,"Total Transfers Out",67
"2011-12",17,"Region XVII Lubbock","Shallowater ISD (152909)",200,"Transfers Out To",300,"","."

