T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Abilene ISD (221901)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Aldine ISD (101902)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Alief ISD (101903)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Allen ISD (043901)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Alvarado ISD (126901)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Alvin ISD (020901)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Andrews ISD (002901)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Arlington ISD (220901)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Austin ISD (227901)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Axtell ISD (161918)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Bandera ISD (010902)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Bellville ISD (008901)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Birdville ISD (220902)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Blanco ISD (016902)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Blooming Grove ISD (175902)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Breckenridge ISD (215901)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Brenham ISD (239901)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Brownsboro ISD (107902)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Bryan ISD (021902)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Bullard ISD (212902)",-999
"2020-2021",03,"Region III Victoria","Karnes City ISD (128901)","Traditional ISD/CSD",100,"Transfers In From",100,"Burleson ISD (126902)",-999
