"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",100,"Transfers In From",100,"Bangs ISD (025901)",36
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",100,"Transfers In From",100,"Blanket ISD (025904)",10
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",100,"Transfers In From",100,"Brady ISD (160901)",-9999999
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",100,"Transfers In From",100,"Brookesmith ISD (025908)",27
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",100,"Transfers In From",100,"Cross Plains ISD (030901)",-9999999
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",100,"Transfers In From",100,"Early ISD (025909)",54
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",100,"Transfers In From",100,"Hamilton ISD (097902)",-9999999
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",100,"Transfers In From",100,"May ISD (025905)",10
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",100,"Transfers In From",100,"Richland Springs ISD (206902)",-9999999
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",100,"Transfers In From",100,"Rising Star ISD (067908)",-9999999
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",100,"Transfers In From",100,"Rochelle ISD (160904)",-9999999
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",100,"Transfers In From",100,"Santa Anna ISD (042903)",-9999999
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",100,"Transfers In From",100,"Zephyr ISD (025906)",9
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",100,"Transfers In From",200,,"."
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",100,"Transfers In From",200,"Total Transfers In",162
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",100,"Transfers In From",300,,"."
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",100,"Austin ISD (227901)",-9999999
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",100,"Bangs ISD (025901)",60
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",100,"Belton ISD (014903)",-9999999
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",100,"Blanket ISD (025904)",-9999999
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",100,"Brookesmith ISD (025908)",84
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",100,"Coleman ISD (042901)",-9999999
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",100,"Early ISD (025909)",163
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",100,"Mullin ISD (167902)",6
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",100,"Premier High Schools (072801)",42
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",100,"Priddy ISD (167904)",-9999999
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",100,"Santa Anna ISD (042903)",-9999999
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",100,"Southwest School (101838)",-9999999
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-9999999
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",100,"Zephyr ISD (025906)",39
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",200,,"."
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",200,"Total Transfers Out",407
"2015-16",15,"Region XV San Angelo","Brownwood ISD (025902)",200,"Transfers Out To",300,,"."

