T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"ALAMO HEIGHTS ISD  -  015901",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"BOERNE ISD  -  130901",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"CALALLEN ISD  -  178903",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"COMAL ISD  -  046902",15
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"EAGLE PASS ISD  -  159901",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"EAST CENTRAL ISD  -  015911",76
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"EDGEWOOD ISD  -  015905",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"FT SAM HOUSTON ISD  -  015914",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"HARLANDALE ISD  -  015904",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"LA VERNIA ISD  -  247903",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"MARION ISD  -  094904",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"MEDINA VALLEY ISD  -  163908",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"NAVARRO ISD  -  094903",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"NEW BRAUNFELS ISD  -  046901",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"NORTH EAST ISD  -  015910",288
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"NORTHSIDE ISD  -  015915",26
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"PLEASANTON ISD  -  007905",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"RANDOLPH FIELD ISD  -  015906",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"ROGERS ISD  -  014907",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"SAN ANTONIO ISD  -  015907",79
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"SCHERTZ-CIBOLO-U CITY ISD  -  094902",106
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"SEGUIN ISD  -  094901",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"SOUTH SAN ANTONIO ISD  -  015908",-999
"2021-2022",20,"REGION XX SAN ANTONIO","JUDSON ISD  -  015916","Traditional ISD/CSD",100,"Transfers In From",100,"SOUTHSIDE ISD  -  015917",-999
