"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",100,"Transfers In From",100,"Ballinger ISD (200901)",-9999999
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",100,"Transfers In From",100,"San Angelo ISD (226903)",93
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",100,"Transfers In From",100,"Water Valley ISD (226905)",24
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",100,"Transfers In From",200,"","."
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",100,"Transfers In From",300,"","."
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",200,"Transfers Out To",100,"Axtell ISD (161918)",-9999999
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",200,"Transfers Out To",100,"Bronte ISD (041901)",-9999999
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",200,"Transfers Out To",100,"Miles ISD (200902)",5
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",200,"Transfers Out To",100,"Paint Rock ISD (048903)",-9999999
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",200,"Transfers Out To",100,"Reagan County ISD (192901)",-9999999
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",200,"Transfers Out To",100,"San Angelo ISD (226903)",45
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",200,"Transfers Out To",100,"Sterling City ISD (216901)",-9999999
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",200,"Transfers Out To",100,"Texas Leadership (226801)",35
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",200,"Transfers Out To",100,"Veribest ISD (226908)",7
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",200,"Transfers Out To",100,"Wall ISD (226906)",-9999999
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",200,"Transfers Out To",100,"Water Valley ISD (226905)",19
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",200,"Transfers Out To",200,"","."
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",200,"Transfers Out To",200,"Total Transfers Out",121
"2013-14",15,"Region XV San Angelo","Grape Creek ISD (226907)",200,"Transfers Out To",300,"","."

