"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",100,"Transfers In From",100,"Chisum ISD (139905)",-9999999
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",100,"Transfers In From",100,"Commerce ISD (116903)",-9999999
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",100,"Transfers In From",100,"Cooper ISD (060902)",12
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",100,"Transfers In From",100,"Sulphur Bluff ISD (112910)",8
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",100,"Transfers In From",100,"Sulphur Springs ISD (112901)",37
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",100,"Transfers In From",200,,"."
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",100,"Transfers In From",300,,"."
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",200,"Transfers Out To",100,"Como-Pickton CISD (112908)",-9999999
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",200,"Transfers Out To",100,"Cooper ISD (060902)",-9999999
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",200,"Transfers Out To",100,"Marshall ISD (102902)",-9999999
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",200,"Transfers Out To",100,"Paris ISD (139909)",-9999999
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",200,"Transfers Out To",100,"Quitman ISD (250904)",-9999999
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",200,"Transfers Out To",100,"Sulphur Bluff ISD (112910)",9
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",200,"Transfers Out To",100,"Sulphur Springs ISD (112901)",11
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",200,"Transfers Out To",200,,"."
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",200,"Transfers Out To",200,"Total Transfers Out",27
"2015-16",08,"Region VIII Mt Pleasant","North Hopkins ISD (112906)",200,"Transfers Out To",300,,"."

