"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2017-2018",09,"Region IX Wichita Falls","Saint Jo ISD (169911)","Traditional ISD/CSD",100,"Transfers In From",100,"Bowie ISD (169901)",-999
"2017-2018",09,"Region IX Wichita Falls","Saint Jo ISD (169911)","Traditional ISD/CSD",100,"Transfers In From",100,"Forestburg ISD (169910)",11
"2017-2018",09,"Region IX Wichita Falls","Saint Jo ISD (169911)","Traditional ISD/CSD",100,"Transfers In From",100,"Montague ISD (169908)",-999
"2017-2018",09,"Region IX Wichita Falls","Saint Jo ISD (169911)","Traditional ISD/CSD",100,"Transfers In From",100,"Muenster ISD (049902)",-999
"2017-2018",09,"Region IX Wichita Falls","Saint Jo ISD (169911)","Traditional ISD/CSD",100,"Transfers In From",100,"Nocona ISD (169902)",11
"2017-2018",09,"Region IX Wichita Falls","Saint Jo ISD (169911)","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2017-2018",09,"Region IX Wichita Falls","Saint Jo ISD (169911)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",36
"2017-2018",09,"Region IX Wichita Falls","Saint Jo ISD (169911)","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2017-2018",09,"Region IX Wichita Falls","Saint Jo ISD (169911)","Traditional ISD/CSD",200,"Transfers Out To",100,"Forestburg ISD (169910)",-999
"2017-2018",09,"Region IX Wichita Falls","Saint Jo ISD (169911)","Traditional ISD/CSD",200,"Transfers Out To",100,"Montague ISD (169908)",-999
"2017-2018",09,"Region IX Wichita Falls","Saint Jo ISD (169911)","Traditional ISD/CSD",200,"Transfers Out To",100,"Muenster ISD (049902)",19
"2017-2018",09,"Region IX Wichita Falls","Saint Jo ISD (169911)","Traditional ISD/CSD",200,"Transfers Out To",100,"Nocona ISD (169902)",-999
"2017-2018",09,"Region IX Wichita Falls","Saint Jo ISD (169911)","Traditional ISD/CSD",200,"Transfers Out To",100,"Premier High Schools (072801)",-999
"2017-2018",09,"Region IX Wichita Falls","Saint Jo ISD (169911)","Traditional ISD/CSD",200,"Transfers Out To",200,,"."
"2017-2018",09,"Region IX Wichita Falls","Saint Jo ISD (169911)","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",29
"2017-2018",09,"Region IX Wichita Falls","Saint Jo ISD (169911)","Traditional ISD/CSD",200,"Transfers Out To",300,,"."

