T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"ALLEN ISD  -  043901",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"ANNA ISD  -  043902",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"ARLINGTON ISD  -  220901",17
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"AUBREY ISD  -  061907",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"BIRDVILLE ISD  -  220902",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"CEDAR HILL ISD  -  057904",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"COPPELL ISD  -  057922",74
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"CRANDALL ISD  -  129901",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"DALLAS ISD  -  057905",552
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"DENTON ISD  -  061901",36
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"DESOTO ISD  -  057906",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"DUNCANVILLE ISD  -  057907",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"FORNEY ISD  -  129902",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"FORT WORTH ISD  -  220905",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"FRISCO ISD  -  043905",13
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"GARLAND ISD  -  057909",15
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"GRAND PRAIRIE ISD  -  057910",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"GRAPEVINE-COLLEYVILLE ISD  -  220906",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"HAYS CISD  -  105906",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"HUNTINGTON ISD  -  003904",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"HURST-EULESS-BEDFORD ISD  -  220916",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"IRVING ISD  -  057912",141
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"KELLER ISD  -  220907",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"LAKE DALLAS ISD  -  061912",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"LANCASTER ISD  -  057913",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"LEWISVILLE ISD  -  061902",347
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"LITTLE ELM ISD  -  061914",26
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"LOVEJOY ISD  -  043919",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"MCKINNEY ISD  -  043907",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"MESQUITE ISD  -  057914",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"NORTHWEST ISD  -  061911",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"PASADENA ISD  -  101917",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"PLANO ISD  -  043910",117
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"PRINCETON ISD  -  043911",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"PROSPER ISD  -  043912",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"RICHARDSON ISD  -  057916",11
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"ROYSE CITY ISD  -  199902",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"TERRELL ISD  -  129906",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"VAN ALSTYNE ISD  -  091908",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",100,"WYLIE ISD  -  043914",-999
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",1417
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2021-2022",10,"REGION X RICHARDSON","CARROLLTON-FARMERS BRANCH ISD  -  057903","Traditional ISD/CSD",200,"Transfers Out To",100,"ADVANTAGE ACADEMY  -  057806",-999
