T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfers Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Abilene ISD (221901)",19
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Academy ISD (014901)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Adrian ISD (180903)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Alba-Golden ISD (250906)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Aldine ISD (101902)",52
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Aledo ISD (184907)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Alice ISD (125901)",12
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Alief ISD (101903)",34
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Allen ISD (043901)",13
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Alpine ISD (022901)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Alto ISD (037901)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Alvarado ISD (126901)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Alvin ISD (020901)",27
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Alvord ISD (249901)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Amarillo ISD (188901)",27
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Anahuac ISD (036901)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Anderson-Shiro CISD (093901)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Andrews ISD (002901)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Angleton ISD (020902)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Anna ISD (043902)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Anton ISD (110901)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Apple Springs ISD (228905)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Aransas County ISD (004901)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Aransas Pass ISD (205901)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Argyle ISD (061910)",-999
"2018-2019",07,"Region VII Kilgore","Hallsville ISD (102904)","Traditional ISD/CSD",100,"Transfers In From",100,"Arlington ISD (220901)",78
