"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2017-2018",10,"Region X Richardson","Royse City ISD (199902)","Traditional ISD/CSD",100,"Transfers In From",100,"Boles ISD (116916)",-999
"2017-2018",10,"Region X Richardson","Royse City ISD (199902)","Traditional ISD/CSD",100,"Transfers In From",100,"Caddo Mills ISD (116901)",14
"2017-2018",10,"Region X Richardson","Royse City ISD (199902)","Traditional ISD/CSD",100,"Transfers In From",100,"Campbell ISD (116910)",-999
"2017-2018",10,"Region X Richardson","Royse City ISD (199902)","Traditional ISD/CSD",100,"Transfers In From",100,"Community ISD (043918)",10
"2017-2018",10,"Region X Richardson","Royse City ISD (199902)","Traditional ISD/CSD",100,"Transfers In From",100,"Forney ISD (129902)",-999
"2017-2018",10,"Region X Richardson","Royse City ISD (199902)","Traditional ISD/CSD",100,"Transfers In From",100,"Greenville ISD (116905)",28
"2017-2018",10,"Region X Richardson","Royse City ISD (199902)","Traditional ISD/CSD",100,"Transfers In From",100,"Lone Oak ISD (116906)",-999
"2017-2018",10,"Region X Richardson","Royse City ISD (199902)","Traditional ISD/CSD",100,"Transfers In From",100,"Quinlan ISD (116908)",22
"2017-2018",10,"Region X Richardson","Royse City ISD (199902)","Traditional ISD/CSD",100,"Transfers In From",100,"Rockwall ISD (199901)",28
"2017-2018",10,"Region X Richardson","Royse City ISD (199902)","Traditional ISD/CSD",100,"Transfers In From",100,"Terrell ISD (129906)",15
"2017-2018",10,"Region X Richardson","Royse City ISD (199902)","Traditional ISD/CSD",100,"Transfers In From",100,"Wills Point ISD (234907)",-999
"2017-2018",10,"Region X Richardson","Royse City ISD (199902)","Traditional ISD/CSD",100,"Transfers In From",100,"Wylie ISD (043914)",-999
"2017-2018",10,"Region X Richardson","Royse City ISD (199902)","Traditional ISD/CSD",100,"Transfers In From",200,,"."
