T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Alvarado ISD (126901)",-999
"2020-2021",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Aquilla ISD (109912)",-999
"2020-2021",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Blum ISD (109913)",-999
"2020-2021",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"China Spring ISD (161920)",-999
"2020-2021",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Clear Creek ISD (084910)",-999
"2020-2021",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Cleburne ISD (126903)",-999
"2020-2021",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Clifton ISD (018901)",12
"2020-2021",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Connally ISD (161921)",-999
"2020-2021",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Hillsboro ISD (109904)",10
"2020-2021",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Keller ISD (220907)",-999
"2020-2021",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Kopperl ISD (018907)",-999
"2020-2021",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Meridian ISD (018902)",-999
