"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",100,"Transfers In From",100,"Gonzales ISD (089901)",24
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",100,"Transfers In From",100,"Lockhart ISD (028902)",5
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",100,"Transfers In From",100,"New Braunfels ISD (046901)",-9999999
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",100,"Transfers In From",100,"Prairie Lea ISD (028906)",11
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",100,"Transfers In From",100,"San Marcos CISD (105902)",-9999999
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",100,"Transfers In From",100,"Seguin ISD (094901)",21
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",100,"Transfers In From",100,"Waelder ISD (089905)",9
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",100,"Transfers In From",200,"","."
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",100,"Transfers In From",300,"","."
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",200,"Transfers Out To",100,"Bastrop ISD (011901)",-9999999
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",200,"Transfers Out To",100,"Gonzales ISD (089901)",12
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",200,"Transfers Out To",100,"Hays CISD (105906)",-9999999
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",200,"Transfers Out To",100,"John H Wood Jr Public Charter Dist (015808)",-9999999
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",200,"Transfers Out To",100,"Lockhart ISD (028902)",93
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",200,"Transfers Out To",100,"Marion ISD (094904)",-9999999
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",200,"Transfers Out To",100,"Prairie Lea ISD (028906)",-9999999
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",200,"Transfers Out To",100,"San Marcos CISD (105902)",-9999999
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",200,"Transfers Out To",100,"Schulenburg ISD (075903)",-9999999
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",200,"Transfers Out To",100,"Seguin ISD (094901)",6
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",7
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",200,"Transfers Out To",200,"","."
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",200,"Transfers Out To",200,"Total Transfers Out",135
"2012-13",13,"Region XIII Austin","Luling ISD (028903)",200,"Transfers Out To",300,"","."

