"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",100,"Transfers In From",100,"Cuero ISD (062901)",8
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",100,"Transfers In From",100,"Edna ISD (120901)",-9999999
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",100,"Transfers In From",100,"Ezzell ISD (143906)",13
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",100,"Transfers In From",100,"Hallettsville ISD (143901)",-9999999
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",100,"Transfers In From",100,"Moulton ISD (143902)",-9999999
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",100,"Transfers In From",100,"Shiner ISD (143903)",6
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",100,"Transfers In From",100,"Sweet Home ISD (143905)",9
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",100,"Transfers In From",100,"Victoria ISD (235902)",-9999999
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",100,"Transfers In From",100,"Yorktown ISD (062904)",-9999999
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",43
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Austin ISD (227901)",-9999999
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Cuero ISD (062901)",11
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Edna ISD (120901)",-9999999
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Ezzell ISD (143906)",18
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hallettsville ISD (143901)",17
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Industrial ISD (120905)",-9999999
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",100,"John H Wood Jr Public Charter Dist (015808)",-9999999
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Premier High Schools (072801)",-9999999
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Schulenburg ISD (075903)",-9999999
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Shiner ISD (143903)",11
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Sweet Home ISD (143905)",80
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-9999999
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Victoria ISD (235902)",5
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Vysehrad ISD (143904)",-9999999
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Yorktown ISD (062904)",-9999999
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",200,,"."
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",154
"2016-2017",03,"Region III Victoria","Yoakum ISD (062903)","Traditional ISD/CSD",200,"Transfers Out To",300,,"."

