T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",100,"Transfers In From",100,"Burnet CISD (027903)",105
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",100,"Transfers In From",100,"Florence ISD (246902)",20
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",100,"Transfers In From",100,"Georgetown ISD (246904)",42
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",100,"Transfers In From",100,"Hutto ISD (246906)",-999
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",100,"Transfers In From",100,"Jarrell ISD (246907)",-999
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",100,"Transfers In From",100,"Lampasas ISD (141901)",-999
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",100,"Transfers In From",100,"Leander ISD (246913)",54
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",100,"Transfers In From",100,"Marble Falls ISD (027904)",-999
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",100,"Transfers In From",100,"Pflugerville ISD (227904)",-999
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",100,"Transfers In From",100,"Round Rock ISD (246909)",-999
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",100,"Transfers In From",200,,
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",233
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",100,"Transfers In From",300,,
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",200,"Transfers Out To",100,"Austin Achieve Public Schools (227825)",-999
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",200,"Transfers Out To",100,"Austin ISD (227901)",-999
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",200,"Transfers Out To",100,"Burnet CISD (027903)",-999
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",200,"Transfers Out To",100,"Copperas Cove ISD (050910)",-999
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",200,"Transfers Out To",100,"Florence ISD (246902)",10
"2020-2021",13,"Region XIII Austin","Liberty Hill ISD (246908)","Traditional ISD/CSD",200,"Transfers Out To",100,"Georgetown ISD (246904)",-999
