"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",100,"Transfers In From",100,"Avalon ISD (070901)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",100,"Transfers In From",100,"Blooming Grove ISD (175902)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",100,"Transfers In From",100,"Corsicana ISD (175903)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",100,"Transfers In From",100,"Dallas ISD (057905)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",100,"Transfers In From",100,"Dawson ISD (175904)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",100,"Transfers In From",100,"Desoto ISD (057906)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",100,"Transfers In From",100,"Ferris ISD (070905)",6
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",100,"Transfers In From",100,"Kemp ISD (129904)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",100,"Transfers In From",100,"Palmer ISD (070910)",11
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",100,"Transfers In From",100,"Red Oak ISD (070911)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",100,"Transfers In From",100,"Rice ISD (175911)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",100,"Transfers In From",100,"Waxahachie ISD (070912)",5
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",100,"Transfers In From",200,"","."
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",100,"Transfers In From",200,"Total Transfers In",42
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",100,"Transfers In From",300,"","."
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Advantage Academy (057806)",13
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Avalon ISD (070901)",44
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Blooming Grove ISD (175902)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Cedar Hill ISD (057904)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Corsicana ISD (175903)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Desoto ISD (057906)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Ferris ISD (070905)",9
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Grand Prairie ISD (057910)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Greenville ISD (116905)",27
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Italy ISD (070907)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"John H Wood Jr Public Charter Dist (015808)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Kemp ISD (129904)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Kerrville ISD (133903)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Life School (057807)",10
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Mabank ISD (129905)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Mildred ISD (175910)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Palmer ISD (070910)",29
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Red Oak ISD (070911)",5
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Rice ISD (175911)",31
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Richardson ISD (057916)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Scurry-Rosser ISD (129910)",18
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Sherman ISD (091906)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"South Plains Academy Charter Distr (152803)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Sunnyvale ISD (057919)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",9
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Trinidad ISD (107907)",-9999999
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Waxahachie Faith Family Academy (070801)",6
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",100,"Waxahachie ISD (070912)",18
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",200,"","."
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",200,"Total Transfers Out",242
"2011-12",10,"Region X Richardson","Ennis ISD (070903)",200,"Transfers Out To",300,"","."

