"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Aldine ISD (101902)",398
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Alief ISD (101903)",589
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Alvin ISD (020901)",33
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Angleton ISD (020902)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Aransas Pass ISD (205901)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Bay City ISD (158901)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Beaumont ISD (123910)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Brazosport ISD (020905)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Channelview ISD (101905)",46
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Clear Creek ISD (084910)",28
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Cleveland ISD (146901)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Columbia-Brazoria ISD (020907)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Conroe ISD (170902)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Crosby ISD (101906)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Cypress-Fairbanks ISD (101907)",220
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Dayton ISD (146902)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Deer Park ISD (101908)",8
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Dickinson ISD (084901)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Fort Bend ISD (079907)",339
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Friendswood ISD (084911)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Galena Park ISD (101910)",114
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Galveston ISD (084902)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Goose Creek CISD (101911)",5
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Groveton ISD (228901)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Huffman ISD (101925)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Humble ISD (101913)",58
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Jasper ISD (121904)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Katy ISD (101914)",69
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Killeen ISD (014906)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Klein ISD (101915)",74
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"La Marque ISD (084904)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"La Porte ISD (101916)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Lamar CISD (079901)",29
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Midland ISD (165901)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Nederland ISD (123905)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Needville ISD (079906)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"New Caney ISD (170908)",7
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Pasadena ISD (101917)",276
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Pearland ISD (020908)",44
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Pharr-San Juan-Alamo ISD (108909)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Rice CISD (045903)",-9999999
"2015-16",04,"Region IV Houston","Houston ISD (101912)",100,"Transfers In From",100,"Robinson ISD (161922)",-9999999
