T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"ATHENS ISD  -  107901",-999
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"CEDAR HILL ISD  -  057904",-999
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"COMMUNITY ISD  -  043918",-999
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"CRANDALL ISD  -  129901",28
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"DALLAS ISD  -  057905",49
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"DESOTO ISD  -  057906",-999
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"DUNCANVILLE ISD  -  057907",-999
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"FARMERSVILLE ISD  -  043904",-999
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"FORNEY ISD  -  129902",76
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"GARLAND ISD  -  057909",40
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"GREENVILLE ISD  -  116905",-999
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"KAUFMAN ISD  -  129903",-999
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"KEMP ISD  -  129904",-999
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"LANCASTER ISD  -  057913",-999
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"LONGVIEW ISD  -  092903",-999
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"MABANK ISD  -  129905",-999
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"MCKINNEY ISD  -  043907",-999
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"QUINLAN ISD  -  116908",-999
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"RICHARDSON ISD  -  057916",-999
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"ROCKWALL ISD  -  199901",11
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"ROYSE CITY ISD  -  199902",-999
"2021-2022",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"SUNNYVALE ISD  -  057919",-999
