T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",100,"ANDERSON-SHIRO CISD  -  093901",-999
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",100,"BELLVILLE ISD  -  008901",-999
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",100,"BRENHAM ISD  -  239901",12
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",100,"CONROE ISD  -  170902",-999
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",100,"CYPRESS-FAIRBANKS ISD  -  101907",54
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",100,"HEMPSTEAD ISD  -  237902",48
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",100,"KATY ISD  -  101914",-999
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",100,"KLEIN ISD  -  101915",-999
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",100,"MAGNOLIA ISD  -  170906",13
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",100,"NAVASOTA ISD  -  093904",-999
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",100,"ROYAL ISD  -  237905",-999
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",100,"SEALY ISD  -  008902",-999
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",100,"SPRING ISD  -  101919",-999
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",100,"TOMBALL ISD  -  101921",-999
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",162
"2021-2022",04,"REGION IV HOUSTON","WALLER ISD  -  237904","Traditional ISD/CSD",100,"Transfers In From",300,,"."
