T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",100,"Transfers In From",100,"CANUTILLO ISD  -  071907",-999
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",100,"Transfers In From",100,"EL PASO ISD  -  071902",14
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",100,"Transfers In From",100,"FABENS ISD  -  071903",40
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",100,"Transfers In From",100,"FT HANCOCK ISD  -  115901",13
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",100,"Transfers In From",100,"SAN ELIZARIO ISD  -  071904",149
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",100,"Transfers In From",100,"SIERRA BLANCA ISD  -  115902",-999
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",100,"Transfers In From",100,"SOCORRO ISD  -  071909",262
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",100,"Transfers In From",100,"TORNILLO ISD  -  071908",-999
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",100,"Transfers In From",100,"YSLETA ISD  -  071905",32
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",517
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"BURNHAM WOOD CHARTER SCHOOL DISTRICT  -  0718",19
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"CANUTILLO ISD  -  071907",-999
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"EL PASO ACADEMY  -  071804",-999
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"EL PASO ISD  -  071902",63
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"EL PASO LEADERSHIP ACADEMY  -  071810",-999
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"FABENS ISD  -  071903",37
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"FT HANCOCK ISD  -  115901",-999
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"HALLSVILLE ISD  -  102904",21
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"HARMONY PUBLIC SCHOOLS - WEST TEXAS  -  07180",208
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"IDEA PUBLIC SCHOOLS  -  108807",885
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"LA FE PREPARATORY SCHOOL  -  071807",-999
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"PREMIER HIGH SCHOOLS  -  072801",11
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"ROSCOE COLLEGIATE ISD  -  177901",-999
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"SAN ELIZARIO ISD  -  071904",41
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"SOCORRO ISD  -  071909",521
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"TEXAS COLLEGE PREPARATORY ACADEMIES  -  22180",27
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"TORNILLO ISD  -  071908",-999
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO  -  07180",-999
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"VISTA DEL FUTURO CHARTER SCHOOL  -  071809",-999
"2021-2022",19,"REGION XIX EL PASO","CLINT ISD  -  071901","Traditional ISD/CSD",200,"Transfers Out To",100,"YSLETA ISD  -  071905",334
