"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",100,"Transfers In From",100,"Grandview-Hopkins ISD (090905)",-9999999
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",100,"Transfers In From",100,"Groom ISD (033901)",-9999999
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",100,"Transfers In From",100,"Happy ISD (219901)",-9999999
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",100,"Transfers In From",100,"Lefors ISD (090902)",-9999999
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",100,"Transfers In From",100,"Pampa ISD (090904)",98
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",100,"Transfers In From",100,"Spring Creek ISD (117907)",-9999999
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",100,"Transfers In From",200,"","."
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",100,"Transfers In From",200,"Total Transfers In",109
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",100,"Transfers In From",300,"","."
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",200,"Transfers Out To",100,"Borger ISD (117901)",-9999999
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",200,"Transfers Out To",100,"Grandview-Hopkins ISD (090905)",-9999999
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",200,"Transfers Out To",100,"Groom ISD (033901)",-9999999
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",200,"Transfers Out To",100,"Pampa ISD (090904)",-9999999
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",200,"Transfers Out To",100,"Panhandle ISD (033902)",-9999999
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",200,"Transfers Out To",100,"Plemons-Stinnett-Phillips CISD (117904)",-9999999
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",200,"Transfers Out To",100,"River Road ISD (188902)",-9999999
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",200,"Transfers Out To",200,"","."
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",200,"Transfers Out To",200,"Total Transfers Out",13
"2011-12",16,"Region XVI Amarillo","White Deer ISD (033904)",200,"Transfers Out To",300,"","."

