T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfers Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","REPORT_DISTNAME_NUMBER_PROPCASE","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND_PROP","TRANSFERS_IN_OUT"
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Allen ISD (043901)",12
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Anna ISD (043902)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Aubrey ISD (061907)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Carrollton-Farmers Branch ISD (057903)",12
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Cedar Hill ISD (057904)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Celina ISD (043903)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Community ISD (043918)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Coppell ISD (057922)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Crandall ISD (129901)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Dallas ISD (057905)",101
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Denton ISD (061901)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Desoto ISD (057906)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Forney ISD (129902)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Frisco ISD (043905)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Garland ISD (057909)",219
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Grand Prairie ISD (057910)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Irving ISD (057912)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Lake Dallas ISD (061912)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Lancaster ISD (057913)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Lewisville ISD (061902)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Lovejoy ISD (043919)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"McKinney ISD (043907)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Melissa ISD (043908)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Mesquite ISD (057914)",26
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Plano ISD (043910)",99
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Princeton ISD (043911)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Rockwall ISD (199901)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Royse City ISD (199902)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Terrell ISD (129906)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",100,"Wylie ISD (043914)",40
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",200,,
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",576
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",100,"Transfers In From",300,,
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Academy For Academic Excellence (057814)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Allen ISD (043901)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Bridgeway Preparatory Academy (057851)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Carrollton-Farmers Branch ISD (057903)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Cityscape Schools (057841)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Coppell ISD (057922)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Daingerfield-Lone Star ISD (172902)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Dallas ISD (057905)",436
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Desoto ISD (057906)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Education Center International Aca (057833)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Evolution Academy Charter School (057834)",154
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Frisco ISD (043905)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Garland ISD (057909)",15
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Grand Prairie ISD (057910)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Grapevine-Colleyville ISD (220906)",-999
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Great Hearts Texas (015835)",11
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hallsville ISD (102904)",30
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Harmony Science Acad (Waco) (161807)",656
"2019-2020",10,"Region X Richardson","Richardson ISD (057916)","Traditional ISD/CSD",200,"Transfers Out To",100,"Houston ISD (101912)",-999
