"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Aledo ISD (184907)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Arlington ISD (220901)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Azle ISD (220915)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Birdville ISD (220902)",10
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Burleson ISD (126902)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Castleberry ISD (220917)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Cedar Hill ISD (057904)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Crowley ISD (220912)",77
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Desoto ISD (057906)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Eagle Mt-Saginaw ISD (220918)",22
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Everman ISD (220904)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Grand Prairie ISD (057910)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Hurst-Euless-Bedford ISD (220916)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Joshua ISD (126905)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Keller ISD (220907)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Lake Worth ISD (220910)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Mansfield ISD (220908)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Northwest ISD (061911)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Weatherford ISD (184903)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"White Settlement ISD (220920)",21
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",202
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",200,"Transfers Out To",100,"A W Brown Leadership Academy (057816)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Aledo ISD (184907)",23
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Alvarado ISD (126901)",-999
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Arlington Classics Academy (220802)",116
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Arlington ISD (220901)",262
"2017-2018",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Austin ISD (227901)",-999
