"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",100,"Transfers In From",100,"Gonzales ISD (089901)",6
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",100,"Transfers In From",100,"Hallettsville ISD (143901)",-9999999
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",100,"Transfers In From",100,"Moulton ISD (143902)",6
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",100,"Transfers In From",100,"Sweet Home ISD (143905)",-9999999
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",100,"Transfers In From",100,"Vysehrad ISD (143904)",-9999999
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",100,"Transfers In From",100,"Yoakum ISD (062903)",11
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",100,"Transfers In From",200,"","."
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",100,"Transfers In From",300,"","."
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",200,"Transfers Out To",100,"Gonzales ISD (089901)",-9999999
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",200,"Transfers Out To",100,"Hallettsville ISD (143901)",8
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",200,"Transfers Out To",100,"Moulton ISD (143902)",-9999999
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-9999999
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",200,"Transfers Out To",100,"Victoria ISD (235902)",-9999999
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",200,"Transfers Out To",100,"Vysehrad ISD (143904)",-9999999
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",200,"Transfers Out To",100,"Yoakum ISD (062903)",-9999999
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",200,"Transfers Out To",200,"","."
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",200,"Transfers Out To",200,"Total Transfers Out",20
"2011-12",03,"Region III Victoria","Shiner ISD (143903)",200,"Transfers Out To",300,"","."

