"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2013-14",05,"Region V Beaumont","Deweyville ISD (176903)",100,"Transfers In From",100,"Beaumont ISD (123910)",-9999999
"2013-14",05,"Region V Beaumont","Deweyville ISD (176903)",100,"Transfers In From",100,"Buna ISD (121903)",-9999999
"2013-14",05,"Region V Beaumont","Deweyville ISD (176903)",100,"Transfers In From",100,"Little Cypress-Mauriceville CISD (181908)",35
"2013-14",05,"Region V Beaumont","Deweyville ISD (176903)",100,"Transfers In From",100,"Vidor ISD (181907)",-9999999
"2013-14",05,"Region V Beaumont","Deweyville ISD (176903)",100,"Transfers In From",100,"West Orange-Cove CISD (181906)",9
"2013-14",05,"Region V Beaumont","Deweyville ISD (176903)",100,"Transfers In From",200,"","."
"2013-14",05,"Region V Beaumont","Deweyville ISD (176903)",100,"Transfers In From",200,"Total Transfers In",51
"2013-14",05,"Region V Beaumont","Deweyville ISD (176903)",100,"Transfers In From",300,"","."
"2013-14",05,"Region V Beaumont","Deweyville ISD (176903)",200,"Transfers Out To",100,"Buna ISD (121903)",34
"2013-14",05,"Region V Beaumont","Deweyville ISD (176903)",200,"Transfers Out To",100,"Evadale ISD (121906)",-9999999
"2013-14",05,"Region V Beaumont","Deweyville ISD (176903)",200,"Transfers Out To",100,"Little Cypress-Mauriceville CISD (181908)",-9999999
"2013-14",05,"Region V Beaumont","Deweyville ISD (176903)",200,"Transfers Out To",100,"Vidor ISD (181907)",-9999999
"2013-14",05,"Region V Beaumont","Deweyville ISD (176903)",200,"Transfers Out To",100,"West Orange-Cove CISD (181906)",-9999999
"2013-14",05,"Region V Beaumont","Deweyville ISD (176903)",200,"Transfers Out To",200,"","."
"2013-14",05,"Region V Beaumont","Deweyville ISD (176903)",200,"Transfers Out To",200,"Total Transfers Out",-9999999
"2013-14",05,"Region V Beaumont","Deweyville ISD (176903)",200,"Transfers Out To",300,"","."

