T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Abernathy ISD (095901)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Amarillo ISD (188901)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Anton ISD (110901)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Arlington ISD (220901)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Big Spring ISD (114901)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Brownfield ISD (223901)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Crosbyton CISD (054901)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Dumas ISD (171901)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Ector County ISD (068901)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Floydada ISD (077901)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Frenship ISD (152907)",608
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Hale Center ISD (095903)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Hedley ISD (065902)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Idalou ISD (152910)",11
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Lamesa ISD (058906)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Levelland ISD (110902)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Lockney ISD (077902)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Lorenzo ISD (054902)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Lubbock-Cooper ISD (152906)",436
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Mansfield ISD (220908)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Meadow ISD (223902)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Memphis ISD (096904)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Morton ISD (040901)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"New Deal ISD (152902)",20
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"New Home ISD (153905)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Pampa ISD (090904)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Panhandle ISD (033902)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Petersburg ISD (095904)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Plainview ISD (095905)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Ralls ISD (054903)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Richardson ISD (057916)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Roosevelt ISD (152908)",42
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Ropes ISD (110905)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"San Angelo ISD (226903)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Seminole ISD (083903)",-999
"2020-2021",17,"Region XVII Lubbock","Lubbock ISD (152901)","Traditional ISD/CSD",100,"Transfers In From",100,"Shallowater ISD (152909)",22
