T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ABILENE ISD  -  221901",-999
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ALAMO HEIGHTS ISD  -  015901",-999
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ALBA-GOLDEN ISD  -  250906",-999
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ALBANY ISD  -  209901",-999
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ALDINE ISD  -  101902",213
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ALEDO ISD  -  184907",-999
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ALICE ISD  -  125901",-999
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ALIEF ISD  -  101903",191
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ALLEN ISD  -  043901",30
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ALVARADO ISD  -  126901",-999
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ALVIN ISD  -  020901",-999
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"AMARILLO ISD  -  188901",308
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ANDREWS ISD  -  002901",-999
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ANGLETON ISD  -  020902",-999
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ANNA ISD  -  043902",15
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ANTHONY ISD  -  071906",-999
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ARANSAS COUNTY ISD  -  004901",-999
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ARANSAS PASS ISD  -  205901",-999
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ARGYLE ISD  -  061910",113
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ARLINGTON ISD  -  220901",48
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ARP ISD  -  212901",12
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ATHENS ISD  -  107901",-999
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"ATLANTA ISD  -  034901",-999
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"AUBREY ISD  -  061907",27
"2022-2023",14,"REGION XIV ABILENE","TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801","Open Enrollment Charter",100,"Transfers In From",100,"AUSTIN ISD  -  227901",67
