"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",100,"Transfers In From",100,"Avinger ISD (034902)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",100,"Transfers In From",100,"Bloomburg ISD (034909)",31
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",100,"Transfers In From",100,"Linden-Kildare CISD (034905)",75
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",100,"Transfers In From",100,"McLeod ISD (034906)",15
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",100,"Transfers In From",100,"Pewitt CISD (172905)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",100,"Transfers In From",100,"Pleasant Grove ISD (019912)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",100,"Transfers In From",100,"Queen City ISD (034907)",125
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",100,"Transfers In From",100,"Red Lick ISD (019911)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",-999
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Avinger ISD (034902)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Bloomburg ISD (034909)",50
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Grand Saline ISD (234904)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Linden-Kildare CISD (034905)",19
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Longview ISD (092903)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Malta ISD (019910)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Maud ISD (019903)",10
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",100,"McLeod ISD (034906)",34
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Ore City ISD (230903)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Pewitt CISD (172905)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Premier High Schools (072801)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Queen City ISD (034907)",226
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Redwater ISD (019906)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Simms ISD (019909)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Texarkana ISD (019907)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",200,,"."
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",359
"2017-2018",08,"Region VIII Mt Pleasant","Atlanta ISD (034901)","Traditional ISD/CSD",200,"Transfers Out To",300,,"."

