T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",100,"ALVARADO ISD  -  126901",12
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",100,"ARLINGTON ISD  -  220901",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",100,"BIRDVILLE ISD  -  220902",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",100,"BLUM ISD  -  109913",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",100,"BURLESON ISD  -  126902",75
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",100,"CLEBURNE ISD  -  126903",79
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",100,"CRANDALL ISD  -  129901",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",100,"CROWLEY ISD  -  220912",53
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",100,"EVERMAN ISD  -  220904",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",100,"FORT WORTH ISD  -  220905",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",100,"GODLEY ISD  -  126911",55
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",100,"ITASCA ISD  -  109907",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",100,"KAUFMAN ISD  -  129903",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",100,"KEENE ISD  -  126906",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",100,"MANSFIELD ISD  -  220908",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",100,"RIO VISTA ISD  -  126907",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",305
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"ALEDO ISD  -  184907",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"ALVARADO ISD  -  126901",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"AZLE ISD  -  220915",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"BIRDVILLE ISD  -  220902",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"BRAZOS RIVER CHARTER SCHOOL  -  213801",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"BURLESON ISD  -  126902",97
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"CLEBURNE ISD  -  126903",42
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"CROWLEY ISD  -  220912",15
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"EVERMAN ISD  -  220904",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"FORT WORTH ACADEMY OF FINE ARTS  -  220809",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"GODLEY ISD  -  126911",48
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"GRANBURY ISD  -  111901",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"GRANDVIEW ISD  -  126904",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"HALLSVILLE ISD  -  102904",22
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"HARMONY PUBLIC SCHOOLS - NORTH TEXAS  -  161807",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"KARNES CITY ISD  -  128901",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"KEENE ISD  -  126906",63
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"KENNEDALE ISD  -  220914",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"MANSFIELD ISD  -  220908",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON  -  220817",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"PREMIER HIGH SCHOOLS  -  072801",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"RIO VISTA ISD  -  126907",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"ROSCOE COLLEGIATE ISD  -  177901",10
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"TEXARKANA ISD  -  019907",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"TEXAS COLLEGE PREPARATORY ACADEMIES  -  221801",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"TEXAS TECH UNIVERSITY K-12  -  152504",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"TRINITY BASIN PREPARATORY  -  057813",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"UNIVERSITY OF TEXAS AT AUSTIN H S  -  227506",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"UPLIFT EDUCATION  -  057803",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"VENUS ISD  -  126908",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",100,"WHITE SETTLEMENT ISD  -  220920",-999
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",200,,"."
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",376
"2022-2023",11,"REGION XI FORT WORTH","JOSHUA ISD  -  126905","Traditional ISD/CSD",200,"Transfers Out To",300,,"."

 -999 indicates counts or percentages are not available (i.e. masked) to comply with the Family Educational Rights and Privacy Act (FERPA).

Masked numbers are typically small although larger numbers may be masked to prevent imputation.

The REPORT_NUMBER column and the LINE_GROUP_NUMBER column are added to assist sorting and filtering of rows in the file.

