"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Aldine ISD (101902)",-999
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Alvarado ISD (126901)",-999
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Arlington ISD (220901)",-999
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Bay City ISD (158901)",-999
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Burleson ISD (126902)",13
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Cleburne ISD (126903)",-999
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Everman ISD (220904)",-999
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Flour Bluff ISD (178914)",-999
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Forney ISD (129902)",-999
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Fort Worth ISD (220905)",48
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Galena Park ISD (101910)",-999
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Godley ISD (126911)",-999
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Goose Creek CISD (101911)",-999
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Houston ISD (101912)",-999
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Joshua ISD (126905)",-999
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Keene ISD (126906)",-999
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",100,"Mansfield ISD (220908)",-999
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",102
"2017-2018",11,"Region XI Fort Worth","Crowley ISD (220912)","Traditional ISD/CSD",100,"Transfers In From",300,,"."
