"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",100,"Transfers In From",100,"Burnet CISD (027903)",23
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",100,"Transfers In From",100,"Cherokee ISD (206903)",-9999999
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",100,"Transfers In From",100,"Johnson City ISD (016901)",-9999999
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",100,"Transfers In From",100,"Marble Falls ISD (027904)",6
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",100,"Transfers In From",100,"Mason ISD (157901)",-9999999
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",100,"Transfers In From",200,"","."
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",100,"Transfers In From",200,"Total Transfers In",37
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",100,"Transfers In From",300,"","."
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",200,"Transfers Out To",100,"Austin ISD (227901)",-9999999
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",200,"Transfers Out To",100,"Burnet CISD (027903)",29
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",200,"Transfers Out To",100,"Cherokee ISD (206903)",12
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",200,"Transfers Out To",100,"Kerrville ISD (133903)",6
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",200,"Transfers Out To",100,"Marble Falls ISD (027904)",129
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",200,"Transfers Out To",100,"San Diego ISD (066902)",-9999999
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-9999999
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",200,"Transfers Out To",200,"","."
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",200,"Transfers Out To",200,"Total Transfers Out",181
"2011-12",13,"Region XIII Austin","Llano ISD (150901)",200,"Transfers Out To",300,"","."

