"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",100,"Transfers In From",100,"Aquilla ISD (109912)",-9999999
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",100,"Transfers In From",100,"Kopperl ISD (018907)",-9999999
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",100,"Transfers In From",100,"Meridian ISD (018902)",-9999999
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",100,"Transfers In From",200,"","."
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",100,"Transfers In From",200,"Total Transfers In",5
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",100,"Transfers In From",300,"","."
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",200,"Transfers Out To",100,"Clifton ISD (018901)",-9999999
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",200,"Transfers Out To",100,"Cranfills Gap ISD (018908)",-9999999
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",200,"Transfers Out To",100,"Glen Rose ISD (213901)",-9999999
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",200,"Transfers Out To",100,"Iredell ISD (018906)",-9999999
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",200,"Transfers Out To",100,"Joshua ISD (126905)",-9999999
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",200,"Transfers Out To",100,"Kopperl ISD (018907)",16
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",200,"Transfers Out To",100,"Meridian ISD (018902)",14
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-9999999
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",200,"Transfers Out To",100,"Walnut Springs ISD (018905)",-9999999
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",200,"Transfers Out To",100,"Whitney ISD (109911)",6
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",200,"Transfers Out To",200,"","."
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",200,"Transfers Out To",200,"Total Transfers Out",50
"2011-12",12,"Region XII Waco","Morgan ISD (018903)",200,"Transfers Out To",300,"","."

