,1,2,3,4,5,6,7,8,9,10,11,12
Adonai_Malakh_12TET,100.0,200.0,300.0,500.0,700.0,900.0,1000.0,1200.0,,,,
Aeolian_Flat_1_12TET,300.0,400.0,600.0,800.0,900.0,1100.0,1200.0,,,,,
Algerian_12TET,200.0,300.0,500.0,600.0,700.0,800.0,1100.0,1200.0,,,,
Altered_Pentatonic_12TET,100.0,500.0,700.0,900.0,1200.0,,,,,,,
Anasazi-7_12TET,200.0,300.0,400.0,700.0,900.0,1000.0,1100.0,1200.0,,,,
Anasazi_12TET,200.0,300.0,400.0,700.0,900.0,1100.0,1200.0,,,,,
Anchi_Hoy_24TET,100.0,500.0,650.0,950.0,1200.0,,,,,,,
Arabian_12TET,200.0,400.0,500.0,600.0,800.0,1000.0,1200.0,,,,,
Arabic_Diatonic_24TET,200.0,350.0,500.0,700.0,900.0,1050.0,1200.0,,,,,
Augmented_12TET,300.0,400.0,600.0,800.0,1100.0,1200.0,,,,,,
Augmented_Major_Seventh_12TET,400.0,800.0,1100.0,1200.0,,,,,,,,
Augmented_Seventh_12TET,400.0,800.0,1000.0,1200.0,,,,,,,,
Bacovia_12TET,400.0,500.0,800.0,1100.0,1200.0,,,,,,,
Balanced_Tritonic_12TET,400.0,800.0,1200.0,,,,,,,,,
Banshikicho_12TET,200.0,300.0,400.0,700.0,900.0,1000.0,1200.0,,,,,
Bebop_Major_12TET,200.0,400.0,500.0,700.0,800.0,900.0,1100.0,1200.0,,,,
Bebop_Minor_12TET,200.0,300.0,400.0,500.0,700.0,900.0,1000.0,1200.0,,,,
Bem_Pengenter_Pelog7,122.0,571.0,677.0,947.0,1200.0,,,,,,,
Bhavani_12TET,200.0,500.0,900.0,1200.0,,,,,,,,
Bhavapriya_12TET,100.0,300.0,600.0,700.0,800.0,1000.0,1200.0,,,,,
Bi_Yu_12TET,300.0,700.0,1000.0,1200.0,,,,,,,,
Bilwadala_12TET,400.0,900.0,1200.0,,,,,,,,,
Blues_6-Tone_12TET,300.0,500.0,600.0,700.0,1000.0,1200.0,,,,,,
Blues_7-Tone_12TET,300.0,500.0,600.0,700.0,1000.0,1100.0,1200.0,,,,,
Blues_8-Tone_12TET,200.0,300.0,500.0,600.0,700.0,900.0,1000.0,1200.0,,,,
Blues_Enneatonic_II_12TET,200.0,300.0,400.0,500.0,600.0,700.0,900.0,1000.0,1200.0,,,
Blues_Heptatonic_12TET,300.0,400.0,500.0,600.0,700.0,1000.0,1200.0,,,,,
Blues_Heptatonic_II_12TET,300.0,500.0,600.0,700.0,900.0,1000.0,1200.0,,,,,
Blues_Major_Ascending_12TET,200.0,300.0,400.0,700.0,900.0,1200.0,,,,,,
Blues_VI_12TET,300.0,400.0,500.0,600.0,700.0,900.0,1000.0,1100.0,1200.0,,,
Blues_V_12TET,300.0,400.0,500.0,600.0,700.0,1000.0,1100.0,1200.0,,,,
Bugle_12TET,500.0,900.0,1200.0,,,,,,,,,
Bushmen_Eland_BushEland4,489.0,710.0,954.0,1200.0,,,,,,,,
Bushmen_Giraffe_BushGiraffe4,249.0,425.0,786.0,1200.0,,,,,,,,
Byzantine_12TET,100.0,400.0,500.0,700.0,800.0,1100.0,1200.0,,,,,
Celtic_Pentatonic_12TET,200.0,500.0,700.0,900.0,1200.0,,,,,,,
Chaio_12TET,200.0,500.0,800.0,1000.0,1200.0,,,,,,,
Chakravakam_12TET,100.0,400.0,500.0,700.0,900.0,1000.0,1200.0,,,,,
Chalanata_12TET,300.0,400.0,500.0,700.0,1000.0,1100.0,1200.0,,,,,
Cheremis_Ditonic_12TET,300.0,1200.0,,,,,,,,,,
Chin_12TET,300.0,600.0,800.0,1000.0,1200.0,,,,,,,
Chinese_Pentatonic_12TET,300.0,500.0,800.0,1000.0,1200.0,,,,,,,
Chitrambari_12TET,200.0,400.0,600.0,700.0,1000.0,1100.0,1200.0,,,,,
ChromaticDiatonic_Dorian_Mixed_12TET,100.0,200.0,300.0,500.0,700.0,800.0,900.0,1000.0,1200.0,,,
ChromaticPermuted_Diatonic_Dorian_Mixed_12TET,100.0,200.0,400.0,500.0,700.0,800.0,900.0,1100.0,1200.0,,,
Chromatic_12-Tone_14_Comma_A_12MeanQCA,76.0,193.0,310.0,386.0,503.0,580.0,697.0,772.0,890.0,1007.0,1083.0,1200.0
Chromatic_12-Tone_Barca_12Barca,92.0,197.0,296.0,393.0,498.0,590.0,698.0,794.0,895.0,996.0,1092.0,1200.0
Chromatic_12-Tone_Barca_A_12BarcaA,92.0,200.0,296.0,397.0,498.0,594.0,702.0,794.0,899.0,998.0,1095.0,1200.0
Chromatic_12-Tone_Bethisy_12Bethisy,87.0,193.0,289.0,386.0,496.0,587.0,697.0,787.0,890.0,993.0,1087.0,1200.0
