,1,2,3,4,5,6,7,8,9,10,11,12
Chromatic_12-Tone_Chaumont_12Chaumont,76.0,193.0,289.0,386.0,503.0,580.0,697.0,773.0,890.0,996.0,1083.0,1200.0
Chromatic_12-Tone_Corrette_12Corrette,76.0,193.0,289.0,386.0,503.0,580.0,697.0,783.0,890.0,996.0,1083.0,1200.0
Chromatic_12-Tone_Huang-chung_Precise_six-digit_12HC6,114.0,204.0,318.0,408.0,522.0,612.0,702.0,816.0,906.0,1020.0,1110.0,1200.0
Chromatic_12-Tone_Huang-chung_Simplified_two-digit_12HC2,110.0,204.0,303.0,408.0,520.0,608.0,702.0,801.0,906.0,1018.0,1096.0,1200.0
Chromatic_12-Tone_Just_Intoned_5-Limit_Asymmetric_Extended_12JI5LimAE,112.0,204.0,316.0,386.0,498.0,569.0,702.0,814.0,884.0,1018.0,1088.0,1200.0
Chromatic_12-Tone_Just_Intoned_5-Limit_Asymmetric_Standard_12JI5LimA,112.0,204.0,316.0,386.0,498.0,590.0,702.0,814.0,884.0,1018.0,1088.0,1200.0
Chromatic_12-Tone_Just_Intoned_5-Limit_Symmetric_1_12JI5LimS1,112.0,204.0,316.0,386.0,498.0,590.0,702.0,814.0,884.0,996.0,1088.0,1200.0
Chromatic_12-Tone_Just_Intoned_5-Limit_Symmetric_2_12JI5LimS2,112.0,182.0,316.0,386.0,498.0,590.0,702.0,814.0,884.0,1018.0,1088.0,1200.0
Chromatic_12-Tone_Just_Intoned_7-Limit_12JI7Lim,112.0,231.0,316.0,386.0,498.0,583.0,702.0,814.0,884.0,969.0,1088.0,1200.0
Chromatic_12-Tone_Kirnberger_2_12Kirn2,90.0,204.0,294.0,386.0,498.0,590.0,702.0,792.0,895.0,996.0,1088.0,1200.0
Chromatic_12-Tone_Kirnberger_3_12Kirn3,90.0,193.0,294.0,386.0,498.0,590.0,697.0,792.0,890.0,996.0,1088.0,1200.0
Chromatic_12-Tone_Marpourg_12Marpourg,84.0,193.0,294.0,386.0,503.0,580.0,697.0,789.0,890.0,999.0,1083.0,1200.0
Chromatic_12-Tone_Non-Pythagorean_12NonPyth,257.0,441.0,583.0,702.0,792.0,877.0,949.0,1008.0,1065.0,1111.0,1156.0,1200.0
Chromatic_12-Tone_Overtone_Temperament_Over12,139.0,267.0,386.0,498.0,603.0,702.0,796.0,884.0,969.0,1049.0,1126.0,1200.0
Chromatic_12-Tone_Pythagorean_12Pyth,90.0,204.0,294.0,408.0,498.0,588.0,702.0,792.0,906.0,996.0,1110.0,1200.0
Chromatic_12-Tone_Quarter-comma_Meantone_12MeanQC,76.0,193.0,310.0,386.0,503.0,580.0,697.0,773.0,890.0,1007.0,1083.0,1200.0
Chromatic_12-Tone_Rameau__12RameauSharp,76.0,193.0,286.0,386.0,498.0,580.0,697.0,775.0,890.0,993.0,1083.0,1200.0
Chromatic_12-Tone_Rameau_b_12RameauFlat,93.0,193.0,305.0,386.0,503.0,582.0,697.0,800.0,890.0,1007.0,1083.0,1200.0
Chromatic_12-Tone_Vallotti_12Vallotti,90.0,196.0,294.0,392.0,498.0,588.0,698.0,792.0,894.0,996.0,1090.0,1200.0
Chromatic_12-Tone_Vallotti_A_12ValottiA,90.0,200.0,294.0,396.0,498.0,592.0,702.0,792.0,898.0,996.0,1094.0,1200.0
Chromatic_12-Tone_Werckmeister_III_12Werck3,96.0,204.0,300.0,396.0,504.0,600.0,702.0,792.0,900.0,1002.0,1098.0,1200.0
Chromatic_12-Tone_Werckmeister_II_12Werck2,82.0,196.0,294.0,392.0,498.0,588.0,694.0,784.0,890.0,1004.0,1086.0,1200.0
Chromatic_12-Tone_Werckmeister_IV_12Werck4,91.0,196.0,298.0,395.0,498.0,595.0,698.0,793.0,893.0,1000.0,1097.0,1200.0
Chromatic_12-Tone_Werckmeister_I_12Werck1,90.0,192.0,294.0,390.0,498.0,588.0,696.0,792.0,888.0,996.0,1092.0,1200.0
Chromatic_12-Tone_dAlembert_12dAlembert,87.0,193.0,290.0,386.0,497.0,587.0,697.0,787.0,890.0,994.0,1087.0,1200.0
Chromatic_12TET,100.0,200.0,300.0,400.0,500.0,600.0,700.0,800.0,900.0,1000.0,1100.0,1200.0
Chromatic_4-Tone_Equal_Temperament_4TET,300.0,600.0,900.0,1200.0,,,,,,,,
Chromatic_5-Tone_Equal_Temperament_5TET,240.0,480.0,720.0,960.0,1200.0,,,,,,,
Chromatic_5-Tone_Overtone_Temperament_Over5,316.0,583.0,814.0,1018.0,1200.0,,,,,,,
Chromatic_7-Tone_Aristoxenus_Enharmonic_Arist7,44.0,89.0,498.0,702.0,740.0,814.0,1200.0,,,,,
Chromatic_7-Tone_Equal_Temperament_7TET,171.0,343.0,514.0,686.0,857.0,1029.0,1200.0,,,,,
Chromatic_7-Tone_Overtone_Temperament_Over7,231.0,435.0,617.0,782.0,933.0,1072.0,1200.0,,,,,
Chromatic_Bebop_12TET,100.0,200.0,400.0,500.0,700.0,900.0,1000.0,1100.0,1200.0,,,
Chromatic_Carlos_Harmonic_Twelve_Tone_12Carlos,105.0,204.0,298.0,386.0,471.0,551.0,702.0,841.0,906.0,969.0,1088.0,1200.0
Chromatic_Harmonic_Pentatonic_Inverse_Har5Inverse,231.0,498.0,702.0,933.0,1200.0,,,,,,,
Chromatic_Hypodorian_12TET,200.0,300.0,400.0,700.0,800.0,900.0,1200.0,,,,,
Chromatic_Hypodorian_Inverse_12TET,300.0,400.0,500.0,800.0,900.0,1000.0,1200.0,,,,,
Chromatic_Hypophrygian_Inverse_12TET,100.0,200.0,500.0,600.0,700.0,900.0,1200.0,,,,,
Chromatic_Lydian_12TET,100.0,400.0,500.0,600.0,900.0,1100.0,1200.0,,,,,
Chromatic_Mixolydian_12TET,100.0,200.0,500.0,600.0,700.0,1000.0,1200.0,,,,,
Chromatic_Mixolydian_Inverse_12TET,200.0,500.0,600.0,700.0,1000.0,1100.0,1200.0,,,,,
Chromatic_Phrygian_12TET,300.0,400.0,500.0,800.0,1000.0,1100.0,1200.0,,,,,
Chromatic_Phrygian_Inverse_12TET,100.0,200.0,400.0,700.0,800.0,900.0,1200.0,,,,,
Dangsoe_Pelog7,122.0,677.0,785.0,947.0,1200.0,,,,,,,
Dastgah-e_Chahargah_Per17,133.0,408.0,498.0,702.0,835.0,1110.0,1200.0,,,,,
Dastgah-e_Homayun_Per17,133.0,408.0,498.0,702.0,792.0,996.0,1200.0,,,,,
Dastgah-e_Mahur_Per17,204.0,408.0,498.0,702.0,906.0,1110.0,1200.0,,,,,
Dastgah-e_Mokhalif_Per17,204.0,294.0,498.0,702.0,835.0,1039.0,1200.0,,,,,
Dastgah-e_Nava_Per17,204.0,294.0,498.0,702.0,835.0,996.0,1200.0,,,,,
Dastgah-e_Sehgah_2_Per17,133.0,337.0,498.0,631.0,835.0,1039.0,1200.0,,,,,
Dastgah-e_Sehgah_Per17,204.0,337.0,498.0,702.0,835.0,996.0,1200.0,,,,,
Dastgah-e_Shur_Per17,133.0,294.0,498.0,702.0,792.0,996.0,1200.0,,,,,
Devaranji_12TET,500.0,700.0,800.0,1100.0,1200.0,,,,,,,
Dhatuvardani_12TET,300.0,400.0,600.0,700.0,800.0,1100.0,1200.0,,,,,
Dhavalambari_12TET,100.0,400.0,600.0,700.0,800.0,900.0,1200.0,,,,,
Dhavalashri_12TET,400.0,600.0,700.0,900.0,1200.0,,,,,,,
Diatonic_Major_12TET,200.0,400.0,500.0,700.0,900.0,1100.0,1200.0,,,,,
Diminished_Major_Seventh_12TET,300.0,600.0,1100.0,1200.0,,,,,,,,
Diminished_Seventh_12TET,300.0,600.0,900.0,1200.0,,,,,,,,
Diminished_Tritonic_12TET,300.0,600.0,1200.0,,,,,,,,,
Diminished_Whole_Tone_12TET,100.0,300.0,400.0,600.0,800.0,1000.0,1200.0,,,,,
Divyamani_12TET,100.0,300.0,600.0,700.0,1000.0,1100.0,1200.0,,,,,
Dominant_Pentatonic_12TET,200.0,400.0,700.0,1000.0,1200.0,,,,,,,
Dorian_12TET,200.0,300.0,500.0,700.0,900.0,1000.0,1200.0,,,,,
Double-Phrygian_Hexatonic_12TET,100.0,300.0,500.0,600.0,900.0,1200.0,,,,,,
Dream_12TET,500.0,600.0,700.0,1200.0,,,,,,,,
Eight_Tone_Spanish_12TET,100.0,300.0,400.0,500.0,600.0,800.0,1000.0,1200.0,,,,
Enigmatic_12TET,100.0,400.0,600.0,800.0,1000.0,1100.0,1200.0,,,,,
Enigmatic_Descending_12TET,100.0,400.0,500.0,800.0,1000.0,1100.0,1200.0,,,,,
Equal_Temperaments_34_Mixed_12TET,300.0,400.0,600.0,800.0,900.0,1200.0,,,,,,
Eskimo_Hexatonic_2_12TET,200.0,400.0,600.0,800.0,1100.0,1200.0,,,,,,
Eskimo_Tetratonic_12TET,200.0,400.0,700.0,1200.0,,,,,,,,
Ganamoorti_12TET,100.0,200.0,500.0,700.0,800.0,1100.0,1200.0,,,,,
Gangeyabhooshani_12TET,300.0,400.0,500.0,700.0,800.0,1100.0,1200.0,,,,,
Gavambhodi_12TET,100.0,300.0,600.0,700.0,800.0,900.0,1200.0,,,,,
Gayakapriya_12TET,100.0,400.0,500.0,700.0,800.0,900.0,1200.0,,,,,
Genus_Chromaticum_12TET,100.0,300.0,400.0,500.0,700.0,800.0,900.0,1100.0,1200.0,,,
Genus_Diatonicum_12TET,200.0,400.0,500.0,700.0,900.0,1000.0,1100.0,1200.0,,,,
Genus_Primum_12TET,200.0,500.0,700.0,1200.0,,,,,,,,
Half-diminished_Bebop_12TET,100.0,300.0,500.0,600.0,700.0,800.0,1100.0,1200.0,,,,
Half-diminished_Seventh_12TET,300.0,600.0,1000.0,1200.0,,,,,,,,
Half_Diminished_12TET,200.0,300.0,500.0,600.0,800.0,1000.0,1200.0,,,,,
Hamel_12TET,100.0,300.0,500.0,700.0,800.0,1000.0,1100.0,1200.0,,,,
Hanryo_Hanritsu_12TET,200.0,300.0,400.0,500.0,700.0,900.0,1000.0,1100.0,1200.0,,,
Haripriya_12TET,200.0,500.0,800.0,1200.0,,,,,,,,
HarmonicNeapolitan_Minor_Mixed_12TET,100.0,200.0,300.0,500.0,700.0,800.0,1100.0,1200.0,,,,
Harmonic_Chromatic_Ascending_12TET,100.0,200.0,300.0,400.0,500.0,600.0,700.0,800.0,900.0,1000.0,1200.0,
Harmonic_Minor_12TET,200.0,300.0,500.0,700.0,800.0,1100.0,1200.0,,,,,
Harmonic_Pentatonic_Har5C,267.0,498.0,702.0,969.0,1200.0,,,,,,,
Harmonic_Pentatonic_Har5ClintV1,316.0,498.0,702.0,969.0,1200.0,,,,,,,
Harmonic_Pentatonic_Over12,386.0,603.0,796.0,1049.0,1200.0,,,,,,,
Harmonic_Seventh_Over4,386.0,702.0,969.0,1200.0,,,,,,,,
Hatakambari_12TET,100.0,400.0,500.0,700.0,1000.0,1100.0,1200.0,,,,,
Hawaiian_12TET,200.0,300.0,700.0,900.0,1100.0,1200.0,,,,,,
Hijaz_Major_12TET,100.0,500.0,600.0,800.0,900.0,1000.0,1200.0,,,,,
Hindol_12TET,400.0,600.0,900.0,1100.0,1200.0,,,,,,,
Hindu_12TET,200.0,400.0,500.0,700.0,800.0,1000.0,1200.0,,,,,
Hirajoshi_Mode_1_12TET,200.0,300.0,700.0,800.0,1200.0,,,,,,,
Hirajoshi_Mode_1_Leading_Tone_12TET,200.0,300.0,700.0,800.0,1100.0,1200.0,,,,,,
Hirajoshi_Mode_3_12TET,400.0,500.0,900.0,1100.0,1200.0,,,,,,,
Hirajoshi_Mode_5_12TET,400.0,600.0,700.0,1100.0,1200.0,,,,,,,
Honchoshi_12TET,500.0,1200.0,,,,,,,,,,
Honchoshi_Plagal_Form_12TET,100.0,300.0,500.0,600.0,1000.0,1200.0,,,,,,
Houseini_12TET,200.0,300.0,400.0,500.0,700.0,800.0,900.0,1000.0,1200.0,,,
Hungarian_Major_12TET,300.0,400.0,600.0,700.0,900.0,1000.0,1200.0,,,,,
Hungarian_Major_Inverse_12TET,200.0,300.0,500.0,600.0,800.0,900.0,1200.0,,,,,
Ichikosucho_12TET,200.0,400.0,500.0,600.0,700.0,900.0,1100.0,1200.0,,,,
Indupriya_12TET,100.0,400.0,600.0,700.0,1000.0,1200.0,,,,,,
Ionian_Augmented_2_12TET,300.0,400.0,500.0,800.0,900.0,1100.0,1200.0,,,,,
Ionian_Sharp_5_12TET,200.0,400.0,500.0,800.0,900.0,1100.0,1200.0,,,,,
Istrian_12TET,100.0,300.0,400.0,600.0,700.0,1200.0,,,,,,
Italian_Sixth_12TET,400.0,1000.0,1200.0,,,,,,,,,
Iwato_12TET,100.0,500.0,600.0,1000.0,1200.0,,,,,,,
JG_Octatonic_12TET,100.0,300.0,400.0,500.0,700.0,900.0,1000.0,1200.0,,,,
Jalarnavam_12TET,100.0,200.0,600.0,700.0,800.0,1000.0,1200.0,,,,,
Japanese_12TET,200.0,500.0,700.0,800.0,1200.0,,,,,,,
Javaneese_12TET,100.0,300.0,500.0,700.0,900.0,1000.0,1200.0,,,,,
Jayakauns_12TET,300.0,500.0,600.0,1000.0,1200.0,,,,,,,
Jeths_Mode_12TET,200.0,300.0,500.0,600.0,900.0,1100.0,1200.0,,,,,
Jhalavarali_12TET,100.0,200.0,600.0,700.0,800.0,1100.0,1200.0,,,,,
Jhankaradhwani_12TET,200.0,300.0,500.0,700.0,800.0,900.0,1200.0,,,,,
Jyotiswaroopini_12TET,300.0,400.0,600.0,700.0,800.0,1000.0,1200.0,,,,,
Kanakangi_12TET,100.0,200.0,500.0,700.0,800.0,900.0,1200.0,,,,,
Kantamani_12TET,200.0,400.0,600.0,700.0,800.0,900.0,1200.0,,,,,
Khamaji_Durga_12TET,400.0,500.0,900.0,1000.0,1200.0,,,,,,,
Kiourdi_12TET,200.0,300.0,500.0,600.0,700.0,800.0,900.0,1000.0,1200.0,,,
Kiravani_12TET,300.0,500.0,800.0,1100.0,1200.0,,,,,,,
Kiva_12TET,200.0,300.0,700.0,800.0,900.0,1000.0,1100.0,1200.0,,,,
Kokil_Pancham_12TET,300.0,500.0,700.0,800.0,1200.0,,,,,,,
Kokin-joshi_12TET,100.0,500.0,700.0,1000.0,1200.0,,,,,,,
Kosalam_12TET,300.0,400.0,600.0,700.0,900.0,1100.0,1200.0,,,,,
Kumoi_12TET,200.0,300.0,700.0,900.0,1200.0,,,,,,,
Kung_12TET,200.0,400.0,600.0,900.0,1200.0,,,,,,,
Kuntvarali_12TET,500.0,700.0,900.0,1000.0,1200.0,,,,,,,
Latangi_12TET,200.0,400.0,600.0,700.0,800.0,1100.0,1200.0,,,,,
Lavangi_12TET,100.0,500.0,800.0,1200.0,,,,,,,,
Leading_Whole-tone_Inverse_12TET,100.0,200.0,400.0,600.0,800.0,1000.0,1200.0,,,,,
Leading_Whole_Tone_12TET,200.0,400.0,600.0,800.0,1000.0,1100.0,1200.0,,,,,
Lebeng_Pelog7,122.0,271.0,571.0,677.0,785.0,947.0,1200.0,,,,,
LocrianAeolian_Mixed_12TET,100.0,200.0,300.0,500.0,600.0,700.0,800.0,1000.0,1200.0,,,
Locrian_12TET,100.0,300.0,500.0,600.0,800.0,1000.0,1200.0,,,,,
Locrian_2_12TET,200.0,300.0,500.0,600.0,800.0,1100.0,1200.0,,,,,
Locrian_Bb3_Bb7_12TET,100.0,200.0,500.0,600.0,800.0,900.0,1200.0,,,,,
Locrian_Double-flat_7_12TET,100.0,300.0,500.0,600.0,800.0,900.0,1200.0,,,,,
Locrian_Pentatonic_2_12TET,300.0,400.0,600.0,1000.0,1200.0,,,,,,,
Lower_Minor_Tetratonic_12TET,300.0,500.0,700.0,1200.0,,,,,,,,
Lydian_12TET,200.0,400.0,600.0,700.0,900.0,1100.0,1200.0,,,,,
Lydian_Augmented_12TET,200.0,400.0,600.0,800.0,900.0,1100.0,1200.0,,,,,
Lydian_Diminished_12TET,200.0,300.0,600.0,700.0,900.0,1100.0,1200.0,,,,,
Lydian_Minor_12TET,200.0,400.0,600.0,700.0,800.0,1000.0,1200.0,,,,,
Madhuranjani_12TET,300.0,500.0,700.0,1100.0,1200.0,,,,,,,
Magen_Abot_1_12TET,100.0,300.0,400.0,600.0,800.0,1000.0,1100.0,1200.0,,,,
Magen_Abot_2_12TET,100.0,300.0,400.0,600.0,800.0,900.0,1100.0,1200.0,,,,
Mahathi_12TET,400.0,700.0,1000.0,1200.0,,,,,,,,
MajorMinor_Mixed_12TET,200.0,300.0,400.0,500.0,700.0,800.0,900.0,1000.0,1100.0,1200.0,,
Major_Pentatonic_12TET,200.0,400.0,700.0,900.0,1200.0,,,,,,,
Major_Seventh_12TET,400.0,700.0,1100.0,1200.0,,,,,,,,
Major_Seventh_Ditonic_12TET,1100.0,1200.0,,,,,,,,,,
Major_Sixth_12TET,400.0,700.0,900.0,1200.0,,,,,,,,
Major_Sixth_Ditonic_12TET,900.0,1200.0,,,,,,,,,,
Major_Third_Ditonic_12TET,400.0,1200.0,,,,,,,,,,
Major_Tritonic_12TET,400.0,700.0,1200.0,,,,,,,,,
Malavasri_12TET,300.0,500.0,700.0,900.0,1000.0,1200.0,,,,,,
Mamata_12TET,400.0,700.0,900.0,1100.0,1200.0,,,,,,,
Manavati_12TET,100.0,200.0,500.0,700.0,900.0,1100.0,1200.0,,,,,
Mand_12TET,400.0,500.0,700.0,900.0,1200.0,,,,,,,
Manyura_Pelog7,122.0,271.0,571.0,947.0,1200.0,,,,,,,
Maqam_Athar_Kurd_12TET,100.0,300.0,600.0,700.0,800.0,1100.0,1200.0,,,,,
Maqam_Bayati_24TET,150.0,300.0,500.0,700.0,800.0,1000.0,1200.0,,,,,
Maqam_Bayati_Shuri_24TET,150.0,300.0,500.0,600.0,900.0,1000.0,1200.0,,,,,
Maqam_Hijaz_12TET,100.0,400.0,500.0,700.0,800.0,1000.0,1100.0,1200.0,,,,
Maqam_Husseini_24TET,150.0,300.0,500.0,700.0,850.0,1000.0,1200.0,,,,,
Maqam_Huzzam_12TET,100.0,300.0,400.0,700.0,800.0,1000.0,1200.0,,,,,
Maqam_Karcigar_12TET,200.0,300.0,500.0,600.0,900.0,1000.0,1200.0,,,,,
Maqam_Nahawand_12TET,200.0,300.0,500.0,700.0,800.0,1000.0,1100.0,1200.0,,,,
Maqam_Nawa_Athar_12TET,200.0,300.0,600.0,700.0,800.0,1100.0,1200.0,,,,,
Maqam_Shaddaraban_12TET,100.0,300.0,400.0,500.0,600.0,900.0,1000.0,1200.0,,,,
Maqam_Shawq_Afza_12TET,200.0,300.0,400.0,500.0,600.0,700.0,800.0,900.0,1100.0,1200.0,,
Maqam_Tarzanuyn_12TET,100.0,300.0,400.0,500.0,600.0,700.0,800.0,900.0,1000.0,1200.0,,
Maqam_Tarznauyn_12TET,100.0,300.0,500.0,600.0,900.0,1000.0,1200.0,,,,,
Mararanjani_12TET,200.0,400.0,500.0,700.0,800.0,900.0,1200.0,,,,,
Marga_Hindola_12TET,300.0,500.0,900.0,1100.0,1200.0,,,,,,,
Marva_12TET,100.0,400.0,600.0,700.0,900.0,1100.0,1200.0,,,,,
Mayan_Long_Count_12TET,400.0,600.0,700.0,1000.0,1200.0,,,,,,,
Melodic_Chromatic_Ascending_12TET,100.0,200.0,300.0,400.0,500.0,600.0,700.0,800.0,900.0,1200.0,,
Melodic_Minor_Ascending_12TET,200.0,300.0,500.0,700.0,900.0,1100.0,1200.0,,,,,
Messiaen_Mode_3_12TET,100.0,200.0,400.0,500.0,600.0,800.0,900.0,1000.0,1200.0,,,
Messiaen_Mode_3_Inverse_12TET,200.0,300.0,400.0,600.0,700.0,800.0,1000.0,1100.0,1200.0,,,
Messiaen_Mode_4_12TET,100.0,200.0,300.0,600.0,700.0,800.0,900.0,1200.0,,,,
Messiaen_Mode_4_Inverse_12TET,300.0,400.0,500.0,600.0,900.0,1000.0,1100.0,1200.0,,,,
Messiaen_Mode_5_12TET,100.0,200.0,600.0,700.0,800.0,1200.0,,,,,,
Messiaen_Mode_5_Inverse_12TET,400.0,500.0,600.0,1000.0,1100.0,1200.0,,,,,,
Messiaen_Mode_6_12TET,100.0,200.0,400.0,600.0,700.0,800.0,1000.0,1200.0,,,,
Messiaen_Mode_6_Inverse_12TET,200.0,400.0,500.0,600.0,800.0,1000.0,1100.0,1200.0,,,,
Messiaen_Mode_7_12TET,100.0,200.0,300.0,400.0,600.0,700.0,800.0,900.0,1000.0,1200.0,,
Messiaen_Mode_7_A_12TET,100.0,200.0,300.0,500.0,600.0,700.0,800.0,900.0,1100.0,1200.0,,
Messiaen_Mode_7_Inverse_12TET,200.0,300.0,400.0,500.0,600.0,800.0,900.0,1000.0,1100.0,1200.0,,
Messiaen_Truncated_Mode_2_12TET,100.0,300.0,600.0,700.0,900.0,1200.0,,,,,,
Messiaen_Truncated_Mode_3_Inverse_12TET,300.0,400.0,700.0,800.0,1100.0,1200.0,,,,,,
Messiaen_Truncated_Mode_5_12TET,100.0,600.0,700.0,1200.0,,,,,,,,
Messiaen_Truncated_Mode_5_Inverse_12TET,500.0,600.0,1100.0,1200.0,,,,,,,,
Messiaen_Truncated_Mode_6_12TET,200.0,600.0,800.0,1200.0,,,,,,,,
Messiaen_Truncated_Mode_6_Inverse_12TET,400.0,600.0,1000.0,1200.0,,,,,,,,
Minor_Gypsy_Inverse_12TET,200.0,400.0,500.0,600.0,900.0,1000.0,1200.0,,,,,
Minor_Hexatonic_12TET,300.0,500.0,700.0,800.0,1000.0,1200.0,,,,,,
Minor_Major_Seventh_12TET,300.0,700.0,1100.0,1200.0,,,,,,,,
Minor_Pentatonic_12TET,300.0,500.0,700.0,1000.0,1200.0,,,,,,,
Minor_Pentatonic_With_Leading_Tones_12TET,200.0,300.0,400.0,500.0,600.0,700.0,900.0,1000.0,1100.0,1200.0,,
Minor_Second_Ditonic_12TET,100.0,1200.0,,,,,,,,,,
Minor_Sixth_12TET,300.0,700.0,900.0,1200.0,,,,,,,,
Minor_Sixth_Ditonic_12TET,800.0,1200.0,,,,,,,,,,
Minor_Tetratonic_12TET,300.0,500.0,1000.0,1200.0,,,,,,,,
Miring_Pelog7,271.0,571.0,785.0,947.0,1200.0,,,,,,,
Mixolydian_12TET,200.0,400.0,500.0,700.0,900.0,1000.0,1200.0,,,,,
Mixolydian_Hexatonic_12TET,200.0,500.0,700.0,900.0,1000.0,1200.0,,,,,,
Mixolydian_Pentatonic_12TET,400.0,500.0,700.0,1000.0,1200.0,,,,,,,
Miyako-Bushi_12TET,100.0,500.0,700.0,800.0,1200.0,,,,,,,
Modified_Blues_12TET,200.0,300.0,500.0,600.0,700.0,1000.0,1200.0,,,,,
Mohanangi_12TET,300.0,400.0,700.0,900.0,1200.0,,,,,,,
Moorish_Phrygian_12TET,100.0,300.0,400.0,500.0,700.0,800.0,1000.0,1100.0,1200.0,,,
Multani_12TET,300.0,600.0,700.0,1100.0,1200.0,,,,,,,
Naganandini_12TET,200.0,400.0,500.0,700.0,1000.0,1100.0,1200.0,,,,,
