Time;Source;Event
2021-07-01 00:21:23;fridge operation;START
2021-07-01 00:21:23;REFRIGERATOR;ON
2021-07-01 00:35:05;REFRIGERATOR;OFF
2021-07-01 00:35:05;fridge operation;END
2021-07-01 00:57:29;fridge operation;START
2021-07-01 00:57:29;REFRIGERATOR;ON
2021-07-01 01:11:11;REFRIGERATOR;OFF
2021-07-01 01:11:11;fridge operation;END
2021-07-01 02:18:30;fridge operation;START
2021-07-01 02:18:30;REFRIGERATOR;ON
2021-07-01 02:32:12;REFRIGERATOR;OFF
2021-07-01 02:32:12;fridge operation;END
2021-07-01 03:46:11;fridge operation;START
2021-07-01 03:46:11;REFRIGERATOR;ON
2021-07-01 03:59:53;REFRIGERATOR;OFF
2021-07-01 03:59:53;fridge operation;END
2021-07-01 04:41:30;fridge operation;START
2021-07-01 04:41:30;REFRIGERATOR;ON
2021-07-01 04:55:12;REFRIGERATOR;OFF
2021-07-01 04:55:12;fridge operation;END
2021-07-01 05:38:29;fridge operation;START
2021-07-01 05:38:29;REFRIGERATOR;ON
2021-07-01 05:52:11;REFRIGERATOR;OFF
2021-07-01 05:52:11;fridge operation;END
2021-07-01 06:09:07;fridge operation;START
2021-07-01 06:09:07;REFRIGERATOR;ON
2021-07-01 06:22:49;REFRIGERATOR;OFF
2021-07-01 06:22:49;fridge operation;END
2021-07-01 06:54:12;fridge operation;START
2021-07-01 06:54:12;REFRIGERATOR;ON
2021-07-01 07:00:00;dishwasher operation;START
2021-07-01 07:00:08;DISHWASHER;ON
2021-07-01 07:07:54;REFRIGERATOR;OFF
2021-07-01 07:07:54;fridge operation;END
2021-07-01 07:13:38;dishwasher operation;START
2021-07-01 07:13:47;DISHWASHER;ON
2021-07-01 08:07:24;DISHWASHER;OFF
2021-07-01 08:07:24;dishwasher operation;END
2021-07-01 08:16:32;fridge operation;START
2021-07-01 08:16:32;REFRIGERATOR;ON
2021-07-01 08:21:03;DISHWASHER;OFF
2021-07-01 08:21:03;dishwasher operation;END
2021-07-01 08:30:14;REFRIGERATOR;OFF
2021-07-01 08:30:14;fridge operation;END
2021-07-01 09:09:32;fridge operation;START
2021-07-01 09:09:32;REFRIGERATOR;ON
2021-07-01 09:23:14;REFRIGERATOR;OFF
2021-07-01 09:23:14;fridge operation;END
2021-07-01 10:08:54;fridge operation;START
2021-07-01 10:08:54;REFRIGERATOR;ON
2021-07-01 10:22:36;REFRIGERATOR;OFF
2021-07-01 10:22:36;fridge operation;END
2021-07-01 11:24:19;fridge operation;START
2021-07-01 11:24:19;REFRIGERATOR;ON
2021-07-01 11:38:01;REFRIGERATOR;OFF
2021-07-01 11:38:01;fridge operation;END
2021-07-01 12:10:09;fridge operation;START
2021-07-01 12:10:09;REFRIGERATOR;ON
2021-07-01 12:23:51;REFRIGERATOR;OFF
2021-07-01 12:23:51;fridge operation;END
2021-07-01 13:29:46;fridge operation;START
2021-07-01 13:29:46;REFRIGERATOR;ON
2021-07-01 13:43:28;REFRIGERATOR;OFF
2021-07-01 13:43:28;fridge operation;END
2021-07-01 14:08:56;vacuuming;START
2021-07-01 14:08:56;VACUUMCLEANER;ON
2021-07-01 14:20:56;VACUUMCLEANER;OFF
2021-07-01 14:20:56;vacuuming;END
2021-07-01 14:34:23;fridge operation;START
2021-07-01 14:34:23;REFRIGERATOR;ON
2021-07-01 14:48:05;REFRIGERATOR;OFF
2021-07-01 14:48:05;fridge operation;END
2021-07-01 15:14:14;watching TV;START
