T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",20,"REGION XX SAN ANTONIO","FLORESVILLE ISD  -  247901","Traditional ISD/CSD",100,"Transfers In From",100,"EAST CENTRAL ISD  -  015911",11
"2021-2022",20,"REGION XX SAN ANTONIO","FLORESVILLE ISD  -  247901","Traditional ISD/CSD",100,"Transfers In From",100,"FALLS CITY ISD  -  128904",-999
"2021-2022",20,"REGION XX SAN ANTONIO","FLORESVILLE ISD  -  247901","Traditional ISD/CSD",100,"Transfers In From",100,"JUDSON ISD  -  015916",-999
"2021-2022",20,"REGION XX SAN ANTONIO","FLORESVILLE ISD  -  247901","Traditional ISD/CSD",100,"Transfers In From",100,"KARNES CITY ISD  -  128901",-999
"2021-2022",20,"REGION XX SAN ANTONIO","FLORESVILLE ISD  -  247901","Traditional ISD/CSD",100,"Transfers In From",100,"LA VERNIA ISD  -  247903",13
"2021-2022",20,"REGION XX SAN ANTONIO","FLORESVILLE ISD  -  247901","Traditional ISD/CSD",100,"Transfers In From",100,"NORTHSIDE ISD  -  015915",-999
"2021-2022",20,"REGION XX SAN ANTONIO","FLORESVILLE ISD  -  247901","Traditional ISD/CSD",100,"Transfers In From",100,"PLEASANTON ISD  -  007905",-999
"2021-2022",20,"REGION XX SAN ANTONIO","FLORESVILLE ISD  -  247901","Traditional ISD/CSD",100,"Transfers In From",100,"POTH ISD  -  247904",-999
"2021-2022",20,"REGION XX SAN ANTONIO","FLORESVILLE ISD  -  247901","Traditional ISD/CSD",100,"Transfers In From",100,"SAN ANTONIO ISD  -  015907",13
"2021-2022",20,"REGION XX SAN ANTONIO","FLORESVILLE ISD  -  247901","Traditional ISD/CSD",100,"Transfers In From",100,"SOUTHSIDE ISD  -  015917",-999
