T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfers Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","REPORT_DISTNAME_NUMBER_PROPCASE","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND_PROP","TRANSFERS_IN_OUT"
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Alvin ISD (020901)",-999
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Anahuac ISD (036901)",-999
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Barbers Hill ISD (036902)",-999
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Channelview ISD (101905)",23
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Clear Creek ISD (084910)",53
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Crosby ISD (101906)",13
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Cypress-Fairbanks ISD (101907)",-999
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Dayton ISD (146902)",-999
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Dickinson ISD (084901)",-999
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Fort Bend ISD (079907)",-999
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Friendswood ISD (084911)",-999
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Galena Park ISD (101910)",31
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Goose Creek CISD (101911)",31
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Houston ISD (101912)",66
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Humble ISD (101913)",-999
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"La Porte ISD (101916)",1001
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Pasadena ISD (101917)",1050
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Pearland ISD (020908)",16
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Santa Fe ISD (084909)",-999
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Sheldon ISD (101924)",22
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",100,"Texas City ISD (084906)",-999
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",200,,
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",2327
"2019-2020",04,"Region IV Houston","Deer Park ISD (101908)","Traditional ISD/CSD",100,"Transfers In From",300,,
