T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfers Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","REPORT_DISTNAME_NUMBER_PROPCASE","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND_PROP","TRANSFERS_IN_OUT"
"2019-2020",11,"Region XI Fort Worth","Lewisville ISD (061902)","Traditional ISD/CSD",100,"Transfers In From",100,"Allen ISD (043901)",-999
"2019-2020",11,"Region XI Fort Worth","Lewisville ISD (061902)","Traditional ISD/CSD",100,"Transfers In From",100,"Alvord ISD (249901)",-999
"2019-2020",11,"Region XI Fort Worth","Lewisville ISD (061902)","Traditional ISD/CSD",100,"Transfers In From",100,"Argyle ISD (061910)",10
"2019-2020",11,"Region XI Fort Worth","Lewisville ISD (061902)","Traditional ISD/CSD",100,"Transfers In From",100,"Arlington ISD (220901)",-999
"2019-2020",11,"Region XI Fort Worth","Lewisville ISD (061902)","Traditional ISD/CSD",100,"Transfers In From",100,"Aubrey ISD (061907)",10
"2019-2020",11,"Region XI Fort Worth","Lewisville ISD (061902)","Traditional ISD/CSD",100,"Transfers In From",100,"Azle ISD (220915)",-999
"2019-2020",11,"Region XI Fort Worth","Lewisville ISD (061902)","Traditional ISD/CSD",100,"Transfers In From",100,"Birdville ISD (220902)",-999
"2019-2020",11,"Region XI Fort Worth","Lewisville ISD (061902)","Traditional ISD/CSD",100,"Transfers In From",100,"Carrollton-Farmers Branch ISD (057903)",93
"2019-2020",11,"Region XI Fort Worth","Lewisville ISD (061902)","Traditional ISD/CSD",100,"Transfers In From",100,"Coppell ISD (057922)",20
"2019-2020",11,"Region XI Fort Worth","Lewisville ISD (061902)","Traditional ISD/CSD",100,"Transfers In From",100,"Dallas ISD (057905)",11
"2019-2020",11,"Region XI Fort Worth","Lewisville ISD (061902)","Traditional ISD/CSD",100,"Transfers In From",100,"Decatur ISD (249905)",-999
"2019-2020",11,"Region XI Fort Worth","Lewisville ISD (061902)","Traditional ISD/CSD",100,"Transfers In From",100,"Denton ISD (061901)",252
"2019-2020",11,"Region XI Fort Worth","Lewisville ISD (061902)","Traditional ISD/CSD",100,"Transfers In From",100,"Duncanville ISD (057907)",-999
"2019-2020",11,"Region XI Fort Worth","Lewisville ISD (061902)","Traditional ISD/CSD",100,"Transfers In From",100,"Frisco ISD (043905)",87
