"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",100,"Transfers In From",100,"Atlanta ISD (034901)",19
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",100,"Transfers In From",100,"Harleton ISD (102905)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",100,"Transfers In From",100,"Hooks ISD (019902)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",100,"Transfers In From",100,"Jefferson ISD (155901)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",100,"Transfers In From",100,"Longview ISD (092903)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",100,"Transfers In From",100,"Pewitt CISD (172905)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",32
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Atlanta ISD (034901)",75
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Avinger ISD (034902)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hughes Springs ISD (034903)",11
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Jefferson ISD (155901)",10
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Longview ISD (092903)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",200,"Transfers Out To",100,"McLeod ISD (034906)",12
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",200,"Transfers Out To",100,"New Boston ISD (019905)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Pewitt CISD (172905)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Premier High Schools (072801)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Queen City ISD (034907)",12
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Texarkana ISD (019907)",-999
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",200,"Transfers Out To",200,,"."
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",132
"2017-2018",08,"Region VIII Mt Pleasant","Linden-Kildare CISD (034905)","Traditional ISD/CSD",200,"Transfers Out To",300,,"."

