"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Abernathy ISD (095901)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Abilene ISD (221901)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Allen ISD (043901)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Amarillo ISD (188901)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Andrews ISD (002901)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Angleton ISD (020902)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Anson ISD (127901)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Bastrop ISD (011901)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Beaumont ISD (123910)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Belton ISD (014903)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Birdville ISD (220902)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Bonham ISD (074903)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Brownwood ISD (025902)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Burkburnett ISD (243901)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Carrollton-Farmers Branch ISD (057903)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Cayuga ISD (001902)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Centerville ISD (145902)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Chillicothe ISD (099902)",11
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Cleburne ISD (126903)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Columbia-Brazoria ISD (020907)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Commerce ISD (116903)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Connally ISD (161921)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Conroe ISD (170902)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Cooper ISD (060902)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Corsicana ISD (175903)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Crowell ISD (078901)",5
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Denison ISD (091903)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Denton ISD (061901)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Dumas ISD (171901)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Electra ISD (243902)",-9999999
"2013-14",09,"Region IX Wichita Falls","Vernon ISD (244903)",100,"Transfers In From",100,"Elysian Fields ISD (102906)",-9999999
