T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfers Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","REPORT_DISTNAME_NUMBER_PROPCASE","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND_PROP","TRANSFERS_IN_OUT"
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",100,"Transfers In From",100,"Charlotte ISD (007901)",-999
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",100,"Transfers In From",100,"East Central ISD (015911)",-999
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",100,"Transfers In From",100,"Falls City ISD (128904)",-999
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",100,"Transfers In From",100,"Floresville ISD (247901)",-999
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",100,"Transfers In From",100,"Jourdanton ISD (007902)",39
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",100,"Transfers In From",100,"Northside ISD (015915)",-999
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",100,"Transfers In From",100,"Pearsall ISD (082903)",-999
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",100,"Transfers In From",100,"Poteet ISD (007906)",29
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",100,"Transfers In From",100,"Robstown ISD (178909)",-999
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",100,"Transfers In From",100,"San Antonio ISD (015907)",-999
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",100,"Transfers In From",100,"Somerset ISD (015909)",-999
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",100,"Transfers In From",100,"Southside ISD (015917)",23
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",100,"Transfers In From",200,,
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",114
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",100,"Transfers In From",300,,
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Brooks Academies Of Texas (015830)",-999
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Charlotte ISD (007901)",-999
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Falls City ISD (128904)",-999
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Great Hearts Texas (015835)",-999
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hallsville ISD (102904)",-999
"2019-2020",20,"Region XX San Antonio","Pleasanton ISD (007905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Harlandale ISD (015904)",-999
