"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2014-15",17,"Region XVII Lubbock","Klondike ISD (058905)",100,"Transfers In From",100,"Lamesa ISD (058906)",139
"2014-15",17,"Region XVII Lubbock","Klondike ISD (058905)",100,"Transfers In From",100,"O'Donnell ISD (153903)",-9999999
"2014-15",17,"Region XVII Lubbock","Klondike ISD (058905)",100,"Transfers In From",200,"","."
"2014-15",17,"Region XVII Lubbock","Klondike ISD (058905)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2014-15",17,"Region XVII Lubbock","Klondike ISD (058905)",100,"Transfers In From",300,"","."
"2014-15",17,"Region XVII Lubbock","Klondike ISD (058905)",200,"Transfers Out To",100,"Andrews ISD (002901)",-9999999
"2014-15",17,"Region XVII Lubbock","Klondike ISD (058905)",200,"Transfers Out To",100,"Commerce ISD (116903)",-9999999
"2014-15",17,"Region XVII Lubbock","Klondike ISD (058905)",200,"Transfers Out To",100,"Grady ISD (156905)",5
"2014-15",17,"Region XVII Lubbock","Klondike ISD (058905)",200,"Transfers Out To",100,"Lamesa ISD (058906)",-9999999
"2014-15",17,"Region XVII Lubbock","Klondike ISD (058905)",200,"Transfers Out To",100,"Sands CISD (058909)",-9999999
"2014-15",17,"Region XVII Lubbock","Klondike ISD (058905)",200,"Transfers Out To",200,"","."
"2014-15",17,"Region XVII Lubbock","Klondike ISD (058905)",200,"Transfers Out To",200,"Total Transfers Out",11
"2014-15",17,"Region XVII Lubbock","Klondike ISD (058905)",200,"Transfers Out To",300,"","."

