"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",100,"Transfers In From",100,"Brackett ISD (136901)",-9999999
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",100,"Transfers In From",100,"Cuero ISD (062901)",-9999999
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",100,"Transfers In From",100,"Goliad ISD (088902)",-9999999
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",100,"Transfers In From",100,"Meyersville ISD (062906)",-9999999
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",100,"Transfers In From",100,"Nordheim ISD (062902)",17
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",100,"Transfers In From",100,"Runge ISD (128903)",-9999999
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",100,"Transfers In From",100,"Seguin ISD (094901)",-9999999
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",100,"Transfers In From",100,"Victoria ISD (235902)",-9999999
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",100,"Transfers In From",100,"Westhoff ISD (062905)",-9999999
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",100,"Transfers In From",100,"Yoakum ISD (062903)",-9999999
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",33
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",200,"Transfers Out To",100,"Austin ISD (227901)",-9999999
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",200,"Transfers Out To",100,"Cuero ISD (062901)",5
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",200,"Transfers Out To",100,"Goliad ISD (088902)",-9999999
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",200,"Transfers Out To",100,"Karnes City ISD (128901)",-9999999
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",200,"Transfers Out To",100,"Kenedy ISD (128902)",-9999999
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",200,"Transfers Out To",100,"Meyersville ISD (062906)",6
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",200,"Transfers Out To",100,"Nordheim ISD (062902)",36
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",200,"Transfers Out To",100,"Victoria ISD (235902)",-9999999
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",200,"Transfers Out To",100,"Westhoff ISD (062905)",7
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",200,"Transfers Out To",100,"Yoakum ISD (062903)",-9999999
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",200,"Transfers Out To",200,,"."
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",62
"2016-2017",03,"Region III Victoria","Yorktown ISD (062904)","Traditional ISD/CSD",200,"Transfers Out To",300,,"."

