T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",100,"Austin ISD (227901)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",100,"Del Valle ISD (227910)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",100,"Elgin ISD (011902)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",100,"Georgetown ISD (246904)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",100,"Giddings ISD (144901)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",100,"Hays CISD (105906)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",100,"La Grange ISD (075902)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",100,"Lexington ISD (144902)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",100,"Lockhart ISD (028902)",26
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",100,"Manor ISD (227907)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",100,"Pflugerville ISD (227904)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",100,"Smithville ISD (011904)",26
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",100,"Taylor ISD (246911)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",100,"Waelder ISD (089905)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",200,,
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",88
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",100,"Transfers In From",300,,
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Austin Achieve Public Schools (227825)",25
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Austin Discovery School (227821)",23
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Austin ISD (227901)",68
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Cedars International Academy (227817)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Chaparral Star Academy (227814)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Coupland ISD (246914)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Del Valle ISD (227910)",19
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Dripping Springs ISD (105904)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Eanes ISD (227909)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Elgin ISD (011902)",17
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Georgetown ISD (246904)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Giddings ISD (144901)",12
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hallsville ISD (102904)",30
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Harmony Science Academy (Austin) (227816)",23
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hays CISD (105906)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Idea Public Schools (108807)",127
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Killeen ISD (014906)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Kipp Texas Public Schools (227820)",106
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Lake Granbury Academy Charter Scho (111801)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Lexington ISD (144902)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Lockhart ISD (028902)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Manor ISD (227907)",12
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"McDade ISD (011905)",19
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"NYOS Charter School (227804)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Pflugerville ISD (227904)",-999
"2020-2021",13,"Region XIII Austin","Bastrop ISD (011901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Premier High Schools (072801)",-999
