T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",04,"Region IV Houston","Goose Creek CISD (101911)","Traditional ISD/CSD",100,"Transfers In From",100,"Aldine ISD (101902)",-999
"2020-2021",04,"Region IV Houston","Goose Creek CISD (101911)","Traditional ISD/CSD",100,"Transfers In From",100,"Alief ISD (101903)",-999
"2020-2021",04,"Region IV Houston","Goose Creek CISD (101911)","Traditional ISD/CSD",100,"Transfers In From",100,"Alvin ISD (020901)",-999
"2020-2021",04,"Region IV Houston","Goose Creek CISD (101911)","Traditional ISD/CSD",100,"Transfers In From",100,"Anahuac ISD (036901)",-999
"2020-2021",04,"Region IV Houston","Goose Creek CISD (101911)","Traditional ISD/CSD",100,"Transfers In From",100,"Barbers Hill ISD (036902)",20
"2020-2021",04,"Region IV Houston","Goose Creek CISD (101911)","Traditional ISD/CSD",100,"Transfers In From",100,"Beaumont ISD (123910)",-999
"2020-2021",04,"Region IV Houston","Goose Creek CISD (101911)","Traditional ISD/CSD",100,"Transfers In From",100,"Channelview ISD (101905)",22
"2020-2021",04,"Region IV Houston","Goose Creek CISD (101911)","Traditional ISD/CSD",100,"Transfers In From",100,"Clear Creek ISD (084910)",-999
"2020-2021",04,"Region IV Houston","Goose Creek CISD (101911)","Traditional ISD/CSD",100,"Transfers In From",100,"Cleveland ISD (146901)",-999
"2020-2021",04,"Region IV Houston","Goose Creek CISD (101911)","Traditional ISD/CSD",100,"Transfers In From",100,"Crosby ISD (101906)",25
"2020-2021",04,"Region IV Houston","Goose Creek CISD (101911)","Traditional ISD/CSD",100,"Transfers In From",100,"Dayton ISD (146902)",11
"2020-2021",04,"Region IV Houston","Goose Creek CISD (101911)","Traditional ISD/CSD",100,"Transfers In From",100,"Deer Park ISD (101908)",-999
"2020-2021",04,"Region IV Houston","Goose Creek CISD (101911)","Traditional ISD/CSD",100,"Transfers In From",100,"Dickinson ISD (084901)",-999
