T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Barbers Hill ISD (036902)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Channelview ISD (101905)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Crosby ISD (101906)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Galena Park ISD (101910)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Goose Creek CISD (101911)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Hardin ISD (146904)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Huffman ISD (101925)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Humble ISD (101913)",11
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Liberty ISD (146906)",12
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Magnolia ISD (170906)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"New Caney ISD (170908)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Pearland ISD (020908)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Spring Branch ISD (101920)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Tarkington ISD (146907)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"West Hardin County CISD (100908)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",200,,
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",60
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",300,,
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Anahuac ISD (036901)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Barbers Hill ISD (036902)",22
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Cleveland ISD (146901)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Crosby ISD (101906)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Deer Park ISD (101908)",-999
"2020-2021",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Devers ISD (146903)",17
