"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",100,"Transfers In From",100,"Arp ISD (212901)",21
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",100,"Transfers In From",100,"Bullard ISD (212902)",-9999999
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",100,"Transfers In From",100,"Carlisle ISD (201913)",14
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",100,"Transfers In From",100,"Chapel Hill ISD (212909)",-9999999
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",100,"Transfers In From",100,"Henderson ISD (201902)",-9999999
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",100,"Transfers In From",100,"Jacksonville ISD (037904)",24
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",100,"Transfers In From",100,"Karnack ISD (102901)",-9999999
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",100,"Transfers In From",100,"New Summerfield ISD (037908)",-9999999
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",100,"Transfers In From",100,"Overton ISD (201908)",7
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",100,"Transfers In From",100,"Rusk ISD (037907)",-9999999
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",100,"Transfers In From",100,"Tyler ISD (212905)",15
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",100,"Transfers In From",100,"West Rusk County Consolidated ISD (201914)",-9999999
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",100,"Transfers In From",100,"Whitehouse ISD (212906)",37
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",100,"Transfers In From",200,"","."
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",100,"Transfers In From",200,"Total Transfers In",130
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",100,"Transfers In From",300,"","."
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",200,"Transfers Out To",100,"Arp ISD (212901)",13
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",200,"Transfers Out To",100,"Bullard ISD (212902)",11
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",200,"Transfers Out To",100,"Carlisle ISD (201913)",-9999999
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",200,"Transfers Out To",100,"Chapel Hill ISD (212909)",-9999999
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",200,"Transfers Out To",100,"Cumberland Academy (212801)",5
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",200,"Transfers Out To",100,"Jacksonville ISD (037904)",7
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",200,"Transfers Out To",100,"Leveretts Chapel ISD (201904)",5
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",200,"Transfers Out To",100,"Tatum ISD (201910)",-9999999
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-9999999
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",200,"Transfers Out To",100,"Tyler ISD (212905)",-9999999
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",200,"Transfers Out To",100,"UT Tyler Innovation Academy (212804)",12
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",200,"Transfers Out To",100,"Whitehouse ISD (212906)",-9999999
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",200,"Transfers Out To",100,"Winona ISD (212910)",-9999999
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",200,"Transfers Out To",200,"","."
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",200,"Transfers Out To",200,"Total Transfers Out",69
"2014-15",07,"Region VII Kilgore","Troup ISD (212904)",200,"Transfers Out To",300,"","."

