T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",10,"REGION X RICHARDSON","MCKINNEY ISD  -  043907","Traditional ISD/CSD",100,"Transfers In From",100,"ABILENE ISD  -  221901",-999
"2021-2022",10,"REGION X RICHARDSON","MCKINNEY ISD  -  043907","Traditional ISD/CSD",100,"Transfers In From",100,"ALEDO ISD  -  184907",-999
"2021-2022",10,"REGION X RICHARDSON","MCKINNEY ISD  -  043907","Traditional ISD/CSD",100,"Transfers In From",100,"ALLEN ISD  -  043901",28
"2021-2022",10,"REGION X RICHARDSON","MCKINNEY ISD  -  043907","Traditional ISD/CSD",100,"Transfers In From",100,"ANNA ISD  -  043902",50
"2021-2022",10,"REGION X RICHARDSON","MCKINNEY ISD  -  043907","Traditional ISD/CSD",100,"Transfers In From",100,"BIRDVILLE ISD  -  220902",-999
"2021-2022",10,"REGION X RICHARDSON","MCKINNEY ISD  -  043907","Traditional ISD/CSD",100,"Transfers In From",100,"BLUE RIDGE ISD  -  043917",-999
"2021-2022",10,"REGION X RICHARDSON","MCKINNEY ISD  -  043907","Traditional ISD/CSD",100,"Transfers In From",100,"BONHAM ISD  -  074903",-999
"2021-2022",10,"REGION X RICHARDSON","MCKINNEY ISD  -  043907","Traditional ISD/CSD",100,"Transfers In From",100,"CARROLLTON-FARMERS BRANCH ISD  -  057903",-999
"2021-2022",10,"REGION X RICHARDSON","MCKINNEY ISD  -  043907","Traditional ISD/CSD",100,"Transfers In From",100,"CELINA ISD  -  043903",10
"2021-2022",10,"REGION X RICHARDSON","MCKINNEY ISD  -  043907","Traditional ISD/CSD",100,"Transfers In From",100,"COMMUNITY ISD  -  043918",-999
"2021-2022",10,"REGION X RICHARDSON","MCKINNEY ISD  -  043907","Traditional ISD/CSD",100,"Transfers In From",100,"DALLAS ISD  -  057905",-999
"2021-2022",10,"REGION X RICHARDSON","MCKINNEY ISD  -  043907","Traditional ISD/CSD",100,"Transfers In From",100,"DENTON ISD  -  061901",-999
"2021-2022",10,"REGION X RICHARDSON","MCKINNEY ISD  -  043907","Traditional ISD/CSD",100,"Transfers In From",100,"ECTOR COUNTY ISD  -  068901",-999
"2021-2022",10,"REGION X RICHARDSON","MCKINNEY ISD  -  043907","Traditional ISD/CSD",100,"Transfers In From",100,"FARMERSVILLE ISD  -  043904",-999
"2021-2022",10,"REGION X RICHARDSON","MCKINNEY ISD  -  043907","Traditional ISD/CSD",100,"Transfers In From",100,"FRISCO ISD  -  043905",51
