T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",06,"REGION VI HUNTSVILLE","CONROE ISD  -  170902","Traditional ISD/CSD",100,"Transfers In From",100,"ALDINE ISD  -  101902",16
"2021-2022",06,"REGION VI HUNTSVILLE","CONROE ISD  -  170902","Traditional ISD/CSD",100,"Transfers In From",100,"ANDERSON-SHIRO CISD  -  093901",-999
"2021-2022",06,"REGION VI HUNTSVILLE","CONROE ISD  -  170902","Traditional ISD/CSD",100,"Transfers In From",100,"BRYAN ISD  -  021902",-999
"2021-2022",06,"REGION VI HUNTSVILLE","CONROE ISD  -  170902","Traditional ISD/CSD",100,"Transfers In From",100,"CHEROKEE ISD  -  206903",-999
"2021-2022",06,"REGION VI HUNTSVILLE","CONROE ISD  -  170902","Traditional ISD/CSD",100,"Transfers In From",100,"CLEVELAND ISD  -  146901",-999
"2021-2022",06,"REGION VI HUNTSVILLE","CONROE ISD  -  170902","Traditional ISD/CSD",100,"Transfers In From",100,"COLDSPRING-OAKHURST CISD  -  204901",-999
"2021-2022",06,"REGION VI HUNTSVILLE","CONROE ISD  -  170902","Traditional ISD/CSD",100,"Transfers In From",100,"CROCKETT ISD  -  113901",-999
"2021-2022",06,"REGION VI HUNTSVILLE","CONROE ISD  -  170902","Traditional ISD/CSD",100,"Transfers In From",100,"CYPRESS-FAIRBANKS ISD  -  101907",-999
"2021-2022",06,"REGION VI HUNTSVILLE","CONROE ISD  -  170902","Traditional ISD/CSD",100,"Transfers In From",100,"HARDIN ISD  -  146904",-999
"2021-2022",06,"REGION VI HUNTSVILLE","CONROE ISD  -  170902","Traditional ISD/CSD",100,"Transfers In From",100,"HOUSTON ISD  -  101912",-999
