"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",100,"Transfers In From",100,"Donna ISD (108902)",17
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",100,"Transfers In From",100,"Edinburg CISD (108904)",26
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",100,"Transfers In From",100,"La Joya ISD (108912)",13
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",100,"Transfers In From",100,"McAllen ISD (108906)",78
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",100,"Transfers In From",100,"Mission CISD (108908)",9
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",100,"Transfers In From",100,"Pharr-San Juan-Alamo ISD (108909)",171
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",100,"Transfers In From",100,"Sharyland ISD (108911)",10
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",100,"Transfers In From",100,"Valley View ISD (108916)",285
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",100,"Transfers In From",100,"Weslaco ISD (108913)",-9999999
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",100,"Transfers In From",200,"","."
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",100,"Transfers In From",300,"","."
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",200,"Transfers Out To",100,"Donna ISD (108902)",-9999999
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",200,"Transfers Out To",100,"Horizon Montessori Public Schools (108802)",-9999999
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",200,"Transfers Out To",100,"Idea Public Schools (108807)",67
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",200,"Transfers Out To",100,"John H Wood Jr Public Charter Dist (015808)",-9999999
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",200,"Transfers Out To",100,"McAllen ISD (108906)",-9999999
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",200,"Transfers Out To",100,"Midvalley Academy Charter District (108804)",-9999999
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",200,"Transfers Out To",100,"Pharr-San Juan-Alamo ISD (108909)",41
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",200,"Transfers Out To",100,"Premier High Schools (072801)",6
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",200,"Transfers Out To",100,"Progreso ISD (108910)",-9999999
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",200,"Transfers Out To",100,"Sharyland ISD (108911)",-9999999
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-9999999
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",200,"Transfers Out To",100,"Valley View ISD (108916)",13
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",200,"Transfers Out To",100,"Vanguard Academy (108808)",9
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",200,"Transfers Out To",200,"","."
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",200,"Transfers Out To",200,"Total Transfers Out",148
"2011-12",01,"Region I Edinburg","Hidalgo ISD (108905)",200,"Transfers Out To",300,"","."

