"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",100,"Transfers In From",100,"Abilene ISD (221901)",33
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",100,"Transfers In From",100,"Baird ISD (030903)",44
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",100,"Transfers In From",100,"Cross Plains ISD (030901)",-9999999
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",100,"Transfers In From",100,"Eula ISD (030906)",41
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",100,"Transfers In From",100,"Jim Ned CISD (221911)",-9999999
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",100,"Transfers In From",100,"Moran ISD (209902)",-9999999
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",100,"Transfers In From",100,"Wylie ISD (221912)",12
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",100,"Transfers In From",200,"","."
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",100,"Transfers In From",300,"","."
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",200,"Transfers Out To",100,"Abilene ISD (221901)",40
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",200,"Transfers Out To",100,"Albany ISD (209901)",-9999999
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",200,"Transfers Out To",100,"Anson ISD (127901)",-9999999
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",200,"Transfers Out To",100,"Baird ISD (030903)",8
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",200,"Transfers Out To",100,"Cisco ISD (067902)",-9999999
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",200,"Transfers Out To",100,"Coleman ISD (042901)",-9999999
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",200,"Transfers Out To",100,"Eula ISD (030906)",57
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",200,"Transfers Out To",100,"Hawley ISD (127904)",6
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",200,"Transfers Out To",100,"Jim Ned CISD (221911)",13
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",200,"Transfers Out To",100,"Premier High Schools (072801)",18
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-9999999
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",200,"Transfers Out To",200,"","."
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",200,"Transfers Out To",200,"Total Transfers Out",151
"2014-15",14,"Region XIV Abilene","Clyde CISD (030902)",200,"Transfers Out To",300,"","."

