T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfers Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",100,"Transfers In From",100,"East Central ISD (015911)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",100,"Transfers In From",100,"Edgewood ISD (015905)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",100,"Transfers In From",100,"Judson ISD (015916)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",100,"Transfers In From",100,"Northside ISD (015915)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",100,"Transfers In From",100,"Pleasanton ISD (007905)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",100,"Transfers In From",100,"San Antonio ISD (015907)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",100,"Transfers In From",100,"Somerset ISD (015909)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",100,"Transfers In From",100,"South San Antonio ISD (015908)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",100,"Transfers In From",200,,0
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",23
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",100,"Transfers In From",300,,0
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Basis Texas (015834)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Brooks Academies Of Texas (015830)",176
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Compass Rose Academy (015838)",23
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"East Central ISD (015911)",14
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Edgewood ISD (015905)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Floresville ISD (247901)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Ft Sam Houston ISD (015914)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"George Gervin Academy (015802)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Great Hearts Texas (015835)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hallsville ISD (102904)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Harlandale ISD (015904)",60
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Harmony Science Acad (San Antonio) (015828)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Henry Ford Academy Alameda School (015833)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Heritage Academy (015815)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Idea Public Schools (108807)",260
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Inspire Academies (015808)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Jubilee Academies (015822)",45
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Judson ISD (015916)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Kipp Texas Public Schools (227820)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"La Vernia ISD (247903)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Lytle ISD (007904)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Meadowland Charter District (130801)",36
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Natalia ISD (163903)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"New Frontiers Public Schools Inc (015805)",14
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"North East ISD (015910)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Pleasanton ISD (007905)",15
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Por Vida Academy (015801)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Positive Solutions Charter School (015814)",-999
"2018-2019",20,"Region XX San Antonio","Southside ISD (015917)","Traditional ISD/CSD",200,"Transfers Out To",100,"Poteet ISD (007906)",-999
