T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",100,"Austin ISD (227901)",69
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",100,"Bastrop ISD (011901)",-999
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",100,"Blanco ISD (016902)",-999
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",100,"Comal ISD (046902)",-999
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",100,"Del Valle ISD (227910)",-999
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",100,"Eanes ISD (227909)",-999
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",100,"Hays CISD (105906)",27
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",100,"Johnson City ISD (016901)",19
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",100,"Killeen ISD (014906)",-999
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",100,"Lake Travis ISD (227913)",12
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",100,"Leander ISD (246913)",-999
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",100,"Round Rock ISD (246909)",-999
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",100,"San Marcos CISD (105902)",-999
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",100,"Wimberley ISD (105905)",20
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",200,,
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",168
"2020-2021",13,"Region XIII Austin","Dripping Springs ISD (105904)","Traditional ISD/CSD",100,"Transfers In From",300,,
