T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Arlington ISD (220901)",-999
"2020-2021",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Azle ISD (220915)",-999
"2020-2021",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Birdville ISD (220902)",-999
"2020-2021",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Burleson ISD (126902)",-999
"2020-2021",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Castleberry ISD (220917)",-999
"2020-2021",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Crowley ISD (220912)",22
"2020-2021",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Eagle Mt-Saginaw ISD (220918)",29
"2020-2021",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Everman ISD (220904)",-999
"2020-2021",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Hurst-Euless-Bedford ISD (220916)",-999
"2020-2021",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Lake Worth ISD (220910)",-999
"2020-2021",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Mineral Wells ISD (182903)",-999
"2020-2021",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Poolville ISD (184901)",-999
"2020-2021",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Springtown ISD (184902)",-999
"2020-2021",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"Waxahachie ISD (070912)",-999
"2020-2021",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",100,"White Settlement ISD (220920)",14
"2020-2021",11,"Region XI Fort Worth","Fort Worth ISD (220905)","Traditional ISD/CSD",100,"Transfers In From",200,,
