T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfers Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2018-2019",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Aquilla ISD (109912)",-999
"2018-2019",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Blum ISD (109913)",-999
"2018-2019",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"China Spring ISD (161920)",-999
"2018-2019",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Clifton ISD (018901)",13
"2018-2019",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Connally ISD (161921)",-999
"2018-2019",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Hillsboro ISD (109904)",20
"2018-2019",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Kopperl ISD (018907)",12
"2018-2019",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Meridian ISD (018902)",-999
"2018-2019",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Morgan ISD (018903)",-999
"2018-2019",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",100,"Valley Mills ISD (018904)",-999
"2018-2019",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",200,,0
"2018-2019",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",62
"2018-2019",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",100,"Transfers In From",300,,0
"2018-2019",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",200,"Transfers Out To",100,"Abbott ISD (109901)",-999
"2018-2019",12,"Region XII Waco","Whitney ISD (109911)","Traditional ISD/CSD",200,"Transfers Out To",100,"Aquilla ISD (109912)",37
