T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfers Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",100,"Bruceville-Eddy ISD (161919)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",100,"Cameron ISD (166901)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",100,"Chilton ISD (073901)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",100,"China Spring ISD (161920)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",100,"Clifton ISD (018901)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",100,"Connally ISD (161921)",11
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",100,"Crawford ISD (161901)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",100,"La Vega ISD (161906)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",100,"Lorena ISD (161907)",24
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",100,"Mart ISD (161908)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",100,"McGregor ISD (161909)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",100,"Moody ISD (161910)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",100,"Robinson ISD (161922)",18
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",100,"Waco ISD (161914)",148
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",200,,0
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",251
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",100,"Transfers In From",300,,0
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Austin ISD (227901)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Axtell ISD (161918)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Bosqueville ISD (161923)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Bruceville-Eddy ISD (161919)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Chilton ISD (073901)",10
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",200,"Transfers Out To",100,"China Spring ISD (161920)",17
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Clifton ISD (018901)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Connally ISD (161921)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Crawford ISD (161901)",40
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hallsville ISD (102904)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Harmony Science Acad (Waco) (161807)",35
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Italy ISD (070907)",-999
"2018-2019",12,"Region XII Waco","Midway ISD (161903)","Traditional ISD/CSD",200,"Transfers Out To",100,"Lorena ISD (161907)",46
