"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",100,"Transfers In From",100,"Conroe ISD (170902)",-9999999
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",100,"Transfers In From",100,"Dickinson ISD (084901)",6
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",100,"Transfers In From",100,"Hitchcock ISD (084908)",7
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",100,"Transfers In From",100,"La Marque ISD (084904)",43
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",100,"Transfers In From",100,"Texas City ISD (084906)",18
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",100,"Transfers In From",200,"","."
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",100,"Transfers In From",300,"","."
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Alvin ISD (020901)",-9999999
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Ambassadors Preparatory Academy (084804)",273
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Azle ISD (220915)",-9999999
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Brazosport ISD (020905)",5
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Dallas ISD (057905)",-9999999
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Dickinson ISD (084901)",29
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Gladewater ISD (092901)",-9999999
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Harmony Science Academy (101846)",-9999999
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"High Island ISD (084903)",97
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Houston ISD (101912)",-9999999
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Iraan-Sheffield ISD (186903)",-9999999
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"La Marque ISD (084904)",-9999999
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Mainland Preparatory Academy (084801)",-9999999
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"North Forest ISD (101909)",-9999999
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Odyssey Academy Inc (084802)",633
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Pearland ISD (020908)",-9999999
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Southwest School (101838)",8
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Texarkana ISD (019907)",-9999999
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Texas City ISD (084906)",-9999999
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",10
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",100,"West Oso ISD (178915)",-9999999
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",200,"","."
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",200,"Total Transfers Out",1074
"2011-12",04,"Region IV Houston","Galveston ISD (084902)",200,"Transfers Out To",300,"","."

