"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",100,"Bartlett ISD (014902)",-9999999
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",100,"Coupland ISD (246914)",5
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",100,"Del Valle ISD (227910)",-9999999
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",100,"Elgin ISD (011902)",6
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",100,"Georgetown ISD (246904)",12
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",100,"Granger ISD (246905)",-9999999
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",100,"Leander ISD (246913)",5
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",100,"Liberty Hill ISD (246908)",-9999999
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",100,"Manor ISD (227907)",-9999999
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",100,"Pflugerville ISD (227904)",47
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",100,"Round Rock ISD (246909)",69
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",100,"Taylor ISD (246911)",33
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",100,"Thorndale ISD (166905)",-9999999
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",100,"Thrall ISD (246912)",-9999999
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",200,"","."
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",200,"Total Transfers In",190
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",100,"Transfers In From",300,"","."
"2011-12",13,"Region XIII Austin","Hutto ISD (246906)",200,"Transfers Out To",100,"Austin ISD (227901)",13
