T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Alamo Heights ISD (015901)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Boerne ISD (130901)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Comal ISD (046902)",10
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"East Central ISD (015911)",45
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Floresville ISD (247901)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Harlandale ISD (015904)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Judson ISD (015916)",158
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"La Vernia ISD (247903)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Marion ISD (094904)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Medina Valley ISD (163908)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"New Braunfels ISD (046901)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"North East ISD (015910)",117
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Northside ISD (015915)",47
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"San Antonio ISD (015907)",21
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Schertz-Cibolo-U City ISD (094902)",56
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Seguin ISD (094901)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"South San Antonio ISD (015908)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Southside ISD (015917)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Southwest ISD (015912)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Wimberley ISD (105905)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",200,,
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",487
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",300,,
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Alamo Heights ISD (015901)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Basis Texas (015834)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Brooks Academies Of Texas (015830)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",200,"Transfers Out To",100,"George Gervin Academy (015802)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Grapevine-Colleyville ISD (220906)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Great Hearts Texas (015835)",17
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hallsville ISD (102904)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Idea Public Schools (108807)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Jubilee Academies (015822)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Kipp Texas Public Schools (227820)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Northside ISD (015915)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Pleasanton ISD (007905)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Premier High Schools (072801)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Randolph Field ISD (015906)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",200,"Transfers Out To",100,"San Antonio ISD (015907)",-999
"2020-2021",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",200,"Transfers Out To",100,"School Of Science And Technology (015827)",-999
