T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfers Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"Arlington ISD (220901)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"Austin ISD (227901)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"Blanco ISD (016902)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"Boerne ISD (130901)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"East Central ISD (015911)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"Fredericksburg ISD (086901)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"Hays CISD (105906)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"Judson ISD (015916)",21
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"La Vernia ISD (247903)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"Lockhart ISD (028902)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"Lubbock ISD (152901)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"Marion ISD (094904)",13
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"Navarro ISD (094903)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"New Braunfels ISD (046901)",230
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"North East ISD (015910)",58
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"Northside ISD (015915)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"Randolph Field ISD (015906)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"San Antonio ISD (015907)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"San Marcos CISD (105902)",12
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"Schertz-Cibolo-U City ISD (094902)",34
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"Seguin ISD (094901)",21
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",100,"Wimberley ISD (105905)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",200,,0
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",419
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",100,"Transfers In From",300,,0
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Alamo Heights ISD (015901)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Basis Texas (015834)",38
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Blanco ISD (016902)",27
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Boerne ISD (130901)",18
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Brooks Academies Of Texas (015830)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Dripping Springs ISD (105904)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",200,"Transfers Out To",100,"East Central ISD (015911)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Eleanor Kolitz Hebrew Language Aca (015836)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Falls City ISD (128904)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Ft Sam Houston ISD (015914)",-999
"2018-2019",20,"Region XX San Antonio","Comal ISD (046902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Gonzales ISD (089901)",-999
