T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Alamo Heights ISD (015901)",28
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Bandera ISD (010902)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Bryan ISD (021902)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Clear Creek ISD (084910)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Comal ISD (046902)",12
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Devine ISD (163901)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"East Central ISD (015911)",315
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Edgewood ISD (015905)",284
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Floresville ISD (247901)",22
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Frisco ISD (043905)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Ft Sam Houston ISD (015914)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Harlandale ISD (015904)",190
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Hondo ISD (163904)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Irving ISD (057912)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Johnson City ISD (016901)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Jourdanton ISD (007902)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Judson ISD (015916)",217
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Keller ISD (220907)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Kirbyville CISD (121905)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"La Vernia ISD (247903)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Lytle ISD (007904)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Marble Falls ISD (027904)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"McAllen ISD (108906)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"McKinney ISD (043907)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Medina Valley ISD (163908)",22
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Natalia ISD (163903)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"New Braunfels ISD (046901)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"North East ISD (015910)",499
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Northside ISD (015915)",747
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Pearsall ISD (082903)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Pleasanton ISD (007905)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Poteet ISD (007906)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Randolph Field ISD (015906)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Roosevelt ISD (152908)",-999
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Schertz-Cibolo-U City ISD (094902)",26
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Somerset ISD (015909)",24
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"South San Antonio ISD (015908)",128
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Southside ISD (015917)",80
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"Southwest ISD (015912)",116
"2020-2021",20,"Region XX San Antonio","San Antonio ISD (015907)","Traditional ISD/CSD",100,"Transfers In From",100,"United ISD (240903)",-999
