T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"ARLINGTON ISD  -  220901",35
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"CARROLLTON-FARMERS BRANCH ISD  -  057903",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"CEDAR HILL ISD  -  057904",157
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"CRANDALL ISD  -  129901",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"CROWLEY ISD  -  220912",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"DALLAS ISD  -  057905",535
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"DESOTO ISD  -  057906",147
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"ENNIS ISD  -  070903",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"FERRIS ISD  -  070905",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"FORNEY ISD  -  129902",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"FORT WORTH ISD  -  220905",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"GRAND PRAIRIE ISD  -  057910",24
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"IRVING ISD  -  057912",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"LAKE WORTH ISD  -  220910",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"LANCASTER ISD  -  057913",77
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"LEWISVILLE ISD  -  061902",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"MANSFIELD ISD  -  220908",18
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"MESQUITE ISD  -  057914",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"MIDLOTHIAN ISD  -  070908",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"PLANO ISD  -  043910",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"RED OAK ISD  -  070911",17
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"RICHARDSON ISD  -  057916",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"SHERMAN ISD  -  091906",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"VENUS ISD  -  126908",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",100,"WAXAHACHIE ISD  -  070912",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",1069
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",200,"Transfers Out To",100,"A W BROWN LEADERSHIP ACADEMY  -  057816",137
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",200,"Transfers Out To",100,"A+ ACADEMY  -  057829",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",200,"Transfers Out To",100,"ACADEMY OF DALLAS  -  057810",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",200,"Transfers Out To",100,"ADVANTAGE ACADEMY  -  057806",141
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",200,"Transfers Out To",100,"ARLINGTON CLASSICS ACADEMY  -  220802",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",200,"Transfers Out To",100,"ARLINGTON ISD  -  220901",28
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",200,"Transfers Out To",100,"CARROLLTON-FARMERS BRANCH ISD  -  057903",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",200,"Transfers Out To",100,"CEDAR HILL ISD  -  057904",162
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",200,"Transfers Out To",100,"CITYSCAPE SCHOOLS  -  057841",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",200,"Transfers Out To",100,"CROWLEY ISD  -  220912",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",200,"Transfers Out To",100,"DALLAS ISD  -  057905",553
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",200,"Transfers Out To",100,"DESOTO ISD  -  057906",10
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",200,"Transfers Out To",100,"EDUCATION CENTER INTERNATIONAL ACADEMY  -  057833",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",200,"Transfers Out To",100,"EVOLUTION ACADEMY CHARTER SCHOOL  -  057834",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",200,"Transfers Out To",100,"GARLAND ISD  -  057909",-999
"2022-2023",10,"REGION X RICHARDSON","DUNCANVILLE ISD  -  057907","Traditional ISD/CSD",200,"Transfers Out To",100,"GATEWAY CHARTER ACADEMY  -  057831",16
