"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",100,"Blooming Grove ISD (175902)",8
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",100,"Corsicana ISD (175903)",22
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",100,"Frost ISD (175905)",-9999999
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",100,"Hubbard ISD (109905)",17
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",100,"Mexia ISD (147903)",-9999999
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",100,"Penelope ISD (109914)",-9999999
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",200,"","."
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",300,"","."
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Axtell ISD (161918)",-9999999
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Blooming Grove ISD (175902)",6
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Corsicana ISD (175903)",9
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Frost ISD (175905)",-9999999
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Hubbard ISD (109905)",10
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Malone ISD (109908)",-9999999
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Mexia ISD (147903)",-9999999
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Mildred ISD (175910)",-9999999
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Mount Calm ISD (109910)",-9999999
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Penelope ISD (109914)",7
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Rice ISD (175911)",-9999999
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Wortham ISD (081905)",-9999999
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",200,"","."
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",200,"Total Transfers Out",49
"2014-15",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",300,"","."

