T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",100,"Transfers In From",100,"BELTON ISD  -  014903",11
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",100,"Transfers In From",100,"COPPERAS COVE ISD  -  050910",-999
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",100,"Transfers In From",100,"CRAWFORD ISD  -  161901",-999
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",100,"Transfers In From",100,"EVANT ISD  -  050901",20
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",100,"Transfers In From",100,"HAMILTON ISD  -  097902",-999
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",100,"Transfers In From",100,"JONESBORO ISD  -  050909",22
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",100,"Transfers In From",100,"KILLEEN ISD  -  014906",-999
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",100,"Transfers In From",100,"LAMPASAS ISD  -  141901",-999
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",100,"Transfers In From",100,"MCGREGOR ISD  -  161909",-999
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",100,"Transfers In From",100,"MIDWAY ISD  -  161903",-999
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",100,"Transfers In From",100,"MOODY ISD  -  161910",-999
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",100,"Transfers In From",100,"OGLESBY ISD  -  050904",-999
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",100,"Transfers In From",100,"WACO ISD  -  161914",-999
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",75
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",200,"Transfers Out To",100,"BELTON ISD  -  014903",-999
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",200,"Transfers Out To",100,"BOSQUEVILLE ISD  -  161923",-999
"2021-2022",12,"REGION XII WACO","GATESVILLE ISD  -  050902","Traditional ISD/CSD",200,"Transfers Out To",100,"BRUCEVILLE-EDDY ISD  -  161919",-999
